WK,Date,MKT,Platform,Cluster,Category/Campaign,Change Note,Pending,Reference,Impact,Owner,
23,6/5/2024,CA,ADB,NB,CA - NB Regs - [B],"Last 7 days avg. is $83.23, Adobe budget is $150, increased the multiple from 1.2 to 1.3, if doesn't work, then change abck to manual",12:25pm cst,,,Katy,
23,6/6/2024,CA,ADB,NB,"AVT-L, AVT-S, NB Regs, PB AVT, PB Non-AVT",Multilple 1.1 to 1,4pm cst,"pull back to aim for Google $7k daily spend as iE%CCP is around 70% for past 3 week, we need to be at 65%.",,Katy,
23,6/6/2024,CA,ADB,Brand,"Brand Core BMM, Brand Plus",Multilple 1.1 to 1,4pm cst,"pull back to aim for Google $7k daily spend as iE%CCP is around 70% for past 3 week, we need to be at 65%.",,Katy,
23,6/6/2024,CA,ADB,NB,CA - NB Regs - [B],Multilple 1.3 to 1.1,4pm cst,"pull back to aim for Bing $300 daily spend as iE%CCP is around 70% for past 3 week, we need to be at 65%.",,Katy,
23,6/6/2024,CA,ADB,NB,PB AVT,Lowered PB AVT budget from $1.2k to $1.1k,4pm cst,"CPA too high at $164, needs to pull back on spend as iE%CCP too high from WK20-WK22",,Katy,
23,6/7/2024,"US, CA",G Ads,All,All,"Ad rotation: US 841 ad group change to ‘Use Campaign Setting’, 83 campaigns change to ‘optimized – Preferred best performing ads’. CA 627 ad group change to ‘Use Campaign Setting’, 0 campaigns change to ‘optimized – Preferred best performing ads’",,,,Katy,
24,6/10/2024,"US,CA",G Ads,Brand,Brand,"Enabled BTS sitelink. CA 25 campaigns, does not include seller brand and [FR], US 24 campaigns, does not include seller brand and [ES].",,,,Katy,
24,6/10/2024,US,Bing,Brand,Brand: Core - [D] [EXT],"Budget increased from $3,543 to $3,706 as weekly spend dropped and campaign limited by budget",,,,Katy,
24,6/10/2024,JP,Yahoo,Brand,Brand &_YAB,Lowered CPC cap from 500 to 100 and 200 to 100 as CPC and CPA too high,,,,Katy,
24,6/10/2024,JP,ADB,Brand,JP - BR - [G],Multilple 1.2 to 1,2pm cst,"Brand Phrase CPA too high at $393, aiming to spend $1.2k",,Katy,
24,6/10/2024,US,ADB,BAU,US - BAU - [G],Multilple 1.2 to 1,11:00 PM,,,Stacey,
24,6/13/2024,US,G Ads,NB,Beauty,"Changed old pro-beauty page to /cp on 38 KWs, labeled ‘Pro Beauty /cp’.",,,,Katy,
24,6/13/2024,US,ADB,Brand,US - Brand Core & General BMM - [G],Multilple 1.1 to 1,10:00 AM,,,Stacey,
24,6/13/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Multilple 1.2 to 1,10:00 AM,aim target $53K NB daily spend,,Stacey,
24,6/13/2024,US,ADB,AVT PB,US - AVT_PB - [G],Multilple 1.3 to 1,10:30 AM,"aim target $53K NB daily spend, pull back from $24K to $19K",,Stacey,
24,6/13/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Multilple 1.3 to 1,10:30 AM,"aim target $53K NB daily spend, pull back from $24K to $19K",,Stacey,
24,6/13/2024,CA,ADB,PB,CA - PB AVT - [G],Budget lowered from $1.1k to $900,1:16pm cst,aim target $5.3K NB daily spend (used to be $5.8k),,Katy,
24,6/13/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget lowered from $1.2k to $900,1:16pm cst,aim target $5.3K NB daily spend (used to be $5.8k),,Katy,
25,6/17/2024,JP,ADB,Brand,JP_Brand_Phrase_D,"Switched from Adobe bidding to manual bidding, lowered daily budget from $26,020.24 to $1.5k",11:26am cst,,,Katy,
25,6/17/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Multilple 1 to 1.1,11:30 AM,,,Stacey,
25,6/17/2024,US,G Ads,All,All,"Added 416 ‘Registrants-and-Associated=1’ in negative audience, removed 577 ‘LiveRamp_-_All_Registrants=1’ ",,,,Katy,
25,6/17/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Multilple 1.1 to 1,10:00 PM,change back as daily spend trending $68K to avoid spend more,,Stacey,
25,6/18/2024,JP,Yahoo,Brand,_YAB,Added new RSA suggested by Yahoo named 'RSA 06.18.24',,,,Katy,
25,6/18/2024,JP,G Ads,Brand,JP_Brand_Exact_AB指名,Added new RSA suggested by Yahoo with ID '703189541268',,,,Katy,
25,6/18/2024,JP,G Ads,Brand,JP_Brand_Phrase_D,Increased the bid that has <$0.1 max bid to $0.5 for 80 KWs,,,,Katy,
25,6/18/2024,JP,G Ads,Brand,JP_Brand_Phrase_D,Increased the bid to $5 for the 9 KWs in the 'Brand' ad group,,,,Katy,
25,6/19/2024,JP,Yahoo,Brand,JP_Brand2_Scene,Paused the campaign due to no regs YTD,,,,Katy,
25,6/20/2024,CA,Bing,Brand,Brand: Plus - [D] [BMM],Lowered daily budget from $110 to $80 as CPA for WK25 is $380,,,,Katy,
25,6/20/2024,CA,ADB,NB,CA - NB Regs - [B],Multilple 1.1 to 1,2:30pm cst,"CPA too high at $162 for WK25, need to pull bacl on spend to $150 in order to get 65%iE%CCP",,Katy,
25,6/20/2024,CA,ADB,NB,CA - PB AVT - [G],Budget $900 to $750,7:00 PM,,,Stacey,
25,6/20/2024,CA,ADB,NB,CA - PB Non-AVT - [G],Budget $900 to $750,7:00 PM,,,Katy,
25,6/21/2024,CA,Bing,Brand,Brand: Plus - [M/T] [BMM],Paused as campaign got 2 regs YTD with $758 CPA.,,,,,
25,6/21/2024,CA,G ads,Seller,Seller,"Paused Seller: Brand - [D] [BMM], Seller: Non-Brand - [D] [BMM], Seller: Brand - [D] [EXT], Seller: Non-Brand - [D] [EXT] as these got 1 reg with $5,881 in cost",,,,Katy,
25,6/21/2024,CA,ADB,NB,CA - NB Regs - [G],"Budget $1,680 to $1.3k",1:30 pm cst,To pull back sepnd to achieve 65% iE%CCP,,Katy,
26,6/24/2024,CA,ADB,NB,CA - AVT-L - [G],Budget lowered from $336 to $250,4pm cst,"iE%CCP for June is still at 68%, still need to pull back further",,Katy,
26,6/24/2024,CA,ADB,NB,CA - AVT-S - [G],Budget lowered from $1428 to $1328,4pm cst,"iE%CCP for June is still at 68%, still need to pull back further",,Katy,
26,6/24/2024,CA,ADB,NB,CA - PB Non-AVT - [G],Budget lowered from $750 to $680,4pm cst,"iE%CCP for June is still at 68%, still need to pull back further",,Katy,
26,6/24/2024,US,NB,Office Supply,"Changed old office-supplies page to /cp on 2033 KWs, 2.43% of traffic, labeled ‘Office Supplies /cp’.",,,,,Katy,
26,6/24/2024,US,Brand,Brand,Added PD banner on 'https://business.amazon.com/en/cp/lp' page,,10pm pst,,,Dwayne's team,
26,6/24/2024,"US, CA, JP","G Ads, Yahoo",Brand,Added PD sitelink in Google and Yahoo accounts.,,10pm pst,,,Katy,
26,6/25/2024,JP,G Ads,Brand,"Increased Max CPC for KW ""アマゾン 法人向け"" as regs dropped 11 / lowered msx bid from $5 to $3 for ""amazon Business"" becuase CPA $1748.",,,,,Katy,
26,6/26/2024,CA,ADB,NB,CA - AVT-S - [G],Budget lowered from $1328 to $1250,12pm cst,"iE%CCP for June is still at 67%, still need to pull back $5,900 per day",,Katy,
26,6/26/2024,CA,ADB,NB,CA - NB Regs - [G],Budget lowered from $1300 to $1200,12pm cst,"iE%CCP for June is still at 67%, still need to pull back to $5,900 per day",,Katy,
26,6/26/2024,JP,G Ads,Brand,JP_Brand_Exact_AB指名,budget 1.2K to 1.5K due to Google budget alert,,,,Stacey,
26,6/27/2024,JP,G Ads,Brand,JP_Brand_Exact_AB指名,"Paused new ad copy as CTR at 33.84%, lower than avg. of 54.66%",,,,Katy,
27,6/30/2024,US,ADB,Non AVT PB,US - AVT_PB - [G],Multilple 1 to 1.1,,,,Stacey,
27,6/30/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Multilple 1 to 1.1,,,,Stacey,
27,7/1/2024,US,ADB,Brand,CA - Brand Plus - [B],Changed CA - Brand Plus - [B] from manual bidding to Adobe bidding of $150 daily spend and multiple 1.,2:14pm cst,,,Katy,
27,7/1/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Multilple 1 to 1.1,12:30 PM,,,Stacey,
27,7/1/2024,US,ADB,BAU,US - BAU - [G],Multilple 1 to 1.1,12:30 PM,,,Stacey,
27,7/1/2024,US,ADB,Brand,US - Brand Plus - [G],Multilple 1 to 1.1,12:30 PM,,,Stacey,
27,7/1/2024,US,ADB,Bing NB,US - NB Regs D - [B],Multilple 1.2 to 1.3,12:30 PM,,,Stacey,
27,7/1/2024,CA,ADB,NB,CA - NB Regs - [G],Multilple 1 to 1.25,4:22pm cst,Aiming to spend $1.5k (Total NB G is set at $5.8k but expect to spend $6.25k),,Katy,
27,7/1/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Multilple 1 to 1.53,4:22pm cst,Aiming to spend $1040 (Total NB G is set at $5.8k but expect to spend $6.25k),,Katy,
27,7/1/2024,CA,ADB,PB,CA - PB AVT - [G],Multilple 1 to 1.55,4:22pm cst,Aiming to spend $1163 (Total NB G is set at $5.8k but expect to spend $6.25k),,Katy,
27,7/1/2024,CA,ADB,AVT,CA - AVT-S - [G],Multilple 1 to 1.4,4:22pm cst,Aiming to spend $1750 (Total NB G is set at $5.8k but expect to spend $6.25k),,Katy,
27,7/1/2024,CA,ADB,FR,CA - FR - [G],Multilple 1 to 2,4:22pm cst,Aiming to spend $100 (Total NB G is set at $5.8k but expect to spend $6.25k),,Katy,
27,7/1/2024,CA,ADB,NB Bing,CA - NB Regs - [B],Multilple 1 to 1.4,4:22pm cst,Aiming to spend $210.,,Katy,
27,7/1/2024,JP,Yahoo,Brand,Brand,Added new RSA in _YAB AVT and Brand,,,,Katy,
27,7/2/2024,CA,ADB,Brand,CA - Brand Core BMM - [G],Multilple 1 to 1.5,1:14pm cst,"Aiming to spend $775. Increasing from the budget $516, because Google campaign budget are limited, and IS dropped 35% from Apr to May, so need to increase spend to get the IS back.",,Katy,
27,7/2/2024,US,ADB,Non AVT PB,US - AVT_PB - [G],Multilple 1.1 to 1.2,1:30 PM,"still pacing $19K instead of $21K budget, increase multiple to push bids",,Stacey,
27,7/2/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Multilple 1.1 to 1.2,1:30 PM,"still pacing $19K instead of $21K budget, increase multiple to push bids",,Stacey,
27,7/2/2024,CA,ADB,AVT,CA - AVT-S - [G],Multilple 1.4 to 1.6,6pm cst,pacing,,Katy,
27,7/2/2024,CA,ADB,AVT,CA - PB AVT - [G],"Multiple 1.53 to 1, budget base increase from $680 to $1100",10:48 cst,pacing,,Katy,
27,7/2/2024,CA,ADB,AVT,CA - PB Non-AVT - [G],"Multiple 1.4 to 1, budget base increase from $1250 to $2000",10:48 cst,pacing,,Katy,
27,7/3/2024,US,ADB,AVT PB,US - AVT_PB - [G],Budget $19k to $22K,3:30 PM,target 75% ieccp,,Stacey,
27,7/3/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Budget $19k to $22K,3:30 PM,,,Stacey,
27,7/3/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $9k to $11K,,,,,
27,7/3/2024,US,ADB,BAU,US - BAU - [G],Budget $3.8K to $4.2K,,,,,
27,7/1/2024,US,ADB,Bing NB,US - NB Regs D - [B],Budget $500 to $600,,,,,
27,7/3/2024,CA,ADB,NB,CA - NB Regs - [G],Multiple from 1.25 to 1.75,5:39pm cst,Aiming to spend $2.1k to target 75% iE%CCP,,Katy,
27,7/3/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget from $1.1k to $1.3k,5:39pm cst,Aiming to spend $1.3k to target 75% iE%CCP,,Katy,
27,7/3/2024,CA,ADB,NB Bing,CA - NB Regs - [B],Multiple from 1.4 to 2,5:39pm cst,Aiming to spend $300k to target 75% iE%CCP,,,
28,7/7/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $11K to $12K,,,,Stacey,
28,7/7/2024,US,ADB,BAU,US - BAU - [G],Budget $4.2K to $5K,,,,Stacey,
28,7/7/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Budget $22k to $23K,,,,Stacey,
28,7/8/2024,CA,ADB,Brand,CA - Brand Core BMM - [G],"Budget from $516.6 to $900, multiple 1",2:26pm cst,Push spend on Brand,,Katy,
28,7/8/2024,US,ADB,Brand Plus,US - Brand Plus - [G],Multilple 1.1 to 1.3,,,,Stacey,
28,7/8/2024,US,ADB,Brand Plus,US - Brand Prime - [G],Budget $800 to $1K,,,,Stacey,
28,7/8/2024,US,ADB,Brand Core BMM,US - Brand Core BMM AVT - [G],Multilple 1.1 to 1.3,,,,Stacey,
28,7/8/2024,US,ADB,Brand Core BMM,US - Brand Core & General BMM - [G],Multilple 1 to 1.2,,,,Stacey,
28,7/8/2024,CA,ADB,Brand,CA - Brand Plus - [G],"Budget increased from 365.4 to $600, multiple 1",2:38 pm cst,Push spend on Brand,,Katy,
28,7/8/2024,US,ADB,Bing NB,US - NB Regs D - [B],Multilple 1.3 to 1.5,,,,Stacey,
28,7/8/2024,CA,ADB,All,All portfolio,Updated campaign minimum spend from $0.01 to $1,2:40pm cst,,,Katy,
28,7/8/2024,CA,ADB,NB,NB Regs,Campaign Food Service (Vert) - [D] [BMM] budget from $55.31 to $140 as budget was higher before Adobe bidding and Google suggest a $140 daily spend,,,,Katy,
28,7/8/2024,CA,Google,All,All,Removed 479 'LiveRamp_-_All_Registrants=1' audience in negative list,,,,Katy,
28,7/9/2024,US,Bing,All,All,Added 'LiveRampAllRegistrants=1' and 'LiveRampAssociated=1' as negative audience lists for 17 active campaigns.,,,,Katy,
28,7/9/2024,CA,ADB,PB,CA - PB AVT - [G],Budget increased from $1.2k to $1.4k,11:55 am cst,,,Katy,
28,7/9/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget increased from $1.3k to $1.5k,11:55 am cst,,,Katy,
28,7/9/2024,CA,ADB,AVT,CA - AVT-S - [G],Multiple from 1.6 to 1 and budget increased from $1250 to $2000,12:43 pm cst,,,Katy,
28,7/9/2024,CA,ADB,NB Regs,CA - NB Regs - [G],Multiple from 1.75 to 1.4 and budget increased from $1200 to $1500,12:53pm cst,,,Katy,
28,7/10/2024,CA,ADB,Brand,CA - Brand Prime - [B],"Switched from manual bidding to Adobe bidding, daily budget $15",9:22am cst,,,Katy,
28,7/10/2024,CA,ADB,Brand,CA - Brand Core - [B],"Switched from manual bidding to Adobe bidding, daily budget $60",9:24am cst,,,Katy,
28,7/10/2024,CA,ADB,NB Regs,CA - NB Regs - [G],budget $1.5K to $1.7K,6;40 pm,,,Stacey,
28,7/11/2024,CA,ADB,PB,CA - PB AVT - [G],Increase budget from $1.2k to $1.4k,1:14pm cst,,,Katy,
28,7/11/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Increase budget from $1.3k to $1.5k,1:14pm cst,,,Katy,
28,7/11/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $12k to $15K,4:30 PM,add $11K in ttl on NB to wrap up for prime day,,Stacey,
28,7/11/2024,US,ADB,AVT PB,US - AVT_PB - [G],Budget $22k to $26K,4:30 PM,add $11K in ttl on NB to wrap up for prime day,,Stacey,
28,7/11/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],Budget $23k to $26K,4:30 PM,add $11K in ttl on NB to wrap up for prime day,,Stacey,
28,7/12/2024,CA,ADB,NB Regs,CA - NB Regs - [G],Budget from $1.7k to $2k and multiple from 1.4 to 1.2,11:36am cst,,,Katy,
28,7/12/2024,CA,ADB,NB Regs,CA - AVT-S - [G],Multiple from 1 to 1.2,4:16pm cst,,,Katy,
29,7/14/2024,US,ADB,AVT All,US - AVT_All - [G],Budget $560 to $800,6:00 PM,"daily NB target $90K, avt-all target $1K",,Stacey,
29,7/14/2024,US,ADB,Non AVT PB,US - Non AVT_PB - [G],"Budget $26K to $30K, mul 1.2 to 1",6:00 PM,"daily NB target $90K, Non avt pb target $31K",,Stacey,
29,7/14/2024,US,ADB,AVT PB,US - AVT_PB - [G],"Budget $26K to $30K, mul 1.2 to 1.1",6:00 PM,"daily NB target $90K, Non avt pb target $33K",,Stacey,
29,7/14/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $15K to $17K,6:00 PM,"daily NB target $90K, Non avt pb target $18K",,Stacey,
29,7/14/2024,US,ADB,BAU,US - BAU - [G],"Budget $5K to $6K, mul 1.1 to 1",6:00 PM,"daily NB target $90K, Non avt pb target $6K",,Stacey,
29,7/14/2024,US,ADB,Brand,US - Brand Prime - [G],Budget $1K to $1.2K,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,US,ADB,Brand,US - Brand Plus - [B],Budget $2K to $2.2K,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,US,ADB,Brand,US - Brand Core BMM AVT - [G],Budget $900 to $1.1K,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,US,ADB,Brand,US - Brand Core & General BMM - [G],Budget $1.4K to $1.7K,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,US,ADB,Brand,US - Brand Plus - [B],Budget $400 to $600,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,US,Bing Ads,Brand,Brand: Core - [D] [EXT],Budget $3.7K to $4.1K based on budget alert,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,CA,Bing Ads,Brand,Brand: Core - [D] [EXT],Budget $120 to $313 based on budget alert,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,CA,ADB,AVT-L,CA - AVT-L - [G],Budget $250 to $600,6:00 PM,,,Stacey,
29,7/14/2024,CA,ADB,PB,CA - PB AVT - [G],Budget $1.4K to $1.6K,6:00 PM,open up due to underspend on avt-s & nb regs,,Stacey,
29,7/14/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget $1.5K to $1.7K,6:00 PM,open up due to underspend on avt-s & nb regs,,Stacey,
29,7/14/2024,CA,ADB,Brand,CA - Brand Prime - [G],Budget $25 to $100,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,CA,ADB,Brand,CA - Brand Core BMM - [G],Budget $900 to $1.1K,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/14/2024,CA,ADB,Brand,CA - Brand Plus - [G],Budget $600 to $800,6:00 PM,open up to capture prime day traffic,,Stacey,
29,7/15/2024,CA,Google,Event,SBSS 2024,Budget udpated from $935 to $340,,,,Katy,
29,7/15/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $17K to $20K,6:00 PM,adj higher on AVT since PB pacing underspend,,Stacey,
29,7/16/2024,JP,Google,Brand,JP_Brand_Exact_AB指名,9 KWs added labeled '07.16.24 Ext KWs' from Brand Phrase campaign search terms,,,,Katy,
29,7/17/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $20K to $21K,11:00 AM,,,Stacey,
29,7/17/2024,US,ADB,PB,[AVT-S] General (Cat) - [M/T] [Broad] [Set 1],Budget $4K to $5K,11:00 AM,manual intervention as PB underspend; based on google budget alert,,Stacey,
29,7/17/2024,US,ADB,PB,[AVT-S] General (Comp) - [M/T] [Broad] [Set 4],Budget $1974 to $3000,11:00 AM,manual intervention as PB underspend,,Stacey,
29,7/17/2024,US,ADB,PB,General (Comp) - [M/T] [Broad] [Set 4],Budget $1800 to $2500,11:00 AM,manual intervention as PB underspend,,Stacey,
29,7/17/2024,US,ADB,PB,Events (Vert) - [D] [Broad] [Set 4,Budget $72 to $180,11:00 AM,manual intervention as PB underspend,,Stacey,
29,7/17/2024,JP,Google,Brand,JP_Brand_Phrase_D,Budget increased from $1.8k to $2.5k,2:48pm cst,,,Katy,
29,7/17/2024,JP,Google,Brand,JP_Brand_Exact_AB指名,max cpc cap from $20 to $50,,,,Stacey,
29,7/18/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget lower from $1.6k to $1.5k,9:20 AM,,,Katy,
29,7/18/2024,CA,ADB,PB,CA - PB AVT - [G],Budget lower from $1.7k to $1.6k,9:20 AM,,,Katy,
29,7/18/2024,CA,ADB,NB,CA - NB Regs - [G],Mulitple lowered from 1.2 to 1 ($2.4k to $2k),9:20 AM,,,Katy,
29,7/18/2024,US,ADB,PB,US - Non AVT_PB - [G],Budget $30K to $26K,3:00 PM,pull back $10K on NB after PD; aim pull back another $10K next week,,Stacey,
29,7/18/2024,US,ADB,PB,US - AVT_PB - [G],Budget $30K to $26K,3:00 PM,pull back $10K on NB after PD; aim pull back another $10K next week,,Stacey,
29,7/18/2024,US,ADB,BAU,US - BAU - [G],Budget $6K to $5K,3:00 PM,pull back $10K on NB after PD; aim pull back another $10K next week,,Stacey,
29,7/18/2024,US,ADB,AVT-all,US - AVT_All - [G],Budget $800 to $550,3:00 PM,pull back $10K on NB after PD; aim pull back another $10K next week,,Stacey,
29,7/18/2024,US,ADB,Brand,US - Brand Prime - [G],Budget $1.2K to $1K,3:00 PM,pull back $10K on NB after PD; aim pull back another $10K next week,,Stacey,
29,7/18/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $21K to $20K,3:00 PM,pull back $10K on NB after PD; aim pull back another $10K next week,,Stacey,
29,7/18/2024,JP,Google,NB,NB 2024,Campaign paused after WTS,,,,Katy,
29,7/19/2024,CA,ADB,NB,CA - NB Regs - [G],Budget lowered from $2k to $1.8k,11am cst,,,Katy,
29,7/19/2024,CA,ADB,AVT,CA - AVT-S - [G],Budget lower from $2k to $1.8k,11am cst,,,Katy,
29,7/19/2024,CA,ADB,AVT,CA - AVT- L - [G],Budget lower from $600 to $500,11am cst,,,Katy,
29,7/19/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget lower from $1.6k to $1.4k,11am cst,,,Katy,
29,7/19/2024,CA,ADB,PB,CA - PB AVT - [G],Budget lower from $1.5k to $1.3k,11am cst,,,Katy,
30,7/22/2024,US,ADB,BAU,US - BAU - [G],Budget $5K to $6K,6:00 PM,,,Stacey,
30,7/22/2024,CA,ADB,PB,CA - PB AVT - [G],Budget $1.3 to $1.4K,6:00 PM,,,Stacey,
30,7/22/2024,CA,ADB,Brand,CA - Brand Plus - [B],Budget $150 to $120,6:00 PM,,,Katy,
30,7/23/2024,CA,Bing,Brand,Brand: Core - [D] [EXT],"Budget limited, so increased from $313 to $421.",,,,Katy,
30,7/23/2024,JP,Google,Brand,JP_Brand_Exact_AB指名,Enabled new RSA test on ad ID: 703189541268,,,,Katy,
30,7/23/2024,JP,Yahoo,Brand,Brand,"Added variation 'アマゾンビジネス' in Phrase match based on Kate's feedback on WTS (With and w/o blank), labeled '07.23.24 New Variation'",,,,Katy,
30,7/23/2024,JP,Google,Brand,"JP_Brand_Phrase_D, JP_Brand_Exact_AB指名",Added variation 'アマゾンビジネス' in Phrase and EXT match based on Kate's feedback on WTS (With and w/o blank) labeled '07.23.24 New Variation',,,,Katy,
30,7/23/2024,US,ADB,PB,US - AVT_PB - [G],Budget $26K to $24K,,,,Stacey,
30,7/24/2024,US,Google,Event,SBSS 2024,Budget increased from $340 to $1.6k for $86k total SBSS budget,,,,Katy,
30,7/25/2024,US,Google,"PB, AVT",KWs with LP: 'https://business.amazon.com/en/find-solutions/simplify-buying/selection/janitorial-sanitation',Updated 196 enabled KWs from old Janitorial simplify buying page to new CP page. Jun 1st to Jul 23 click penetration 0.15%.,,,,Katy,
30,7/26/2024,JP,Yahoo,Brand,"Brand, _YAB",Raised budget cap from 100 yen to 500 yen as CPC too low since 6/10 change.,,,,Katy,
30,7/24/2024,US,Google,Event,SBSS 2024,Budget increased from $1.6k to $1.75k for $86k total SBSS budget,,,,Katy,
31,7/29/2024,US,Google,Event,SBSS 2024,Budget increased from $1.75k to $2k for $86k total SBSS budget,,,,Katy,
31,7/29/2024,CA,ADB,Brand,CA - Brand Prime - [G],"Budget decreased from $100 to $50. 1. Prep for Aug 75% iE%CCP, this week is 82%. 2. high CPA of $255 this week vsv$40 last week.",2:08pm cst,,,Katy,
31,7/29/2024,CA,Google,NB,"Apparel MCS LP Test -1, Apparel MCS LP Test -2, Apparel MCS LP Test -3",Added 3 AB tests for Apparel due to no current page leading to 'https://business.amazon.ca/en/cp/lpa-apparel-accessories',,,,Katy,
31,7/29/2024,CA,ADB,Brand,CA - Brand Plus - [B],Budget lower from $120 to $100 as CPA is $186,7:09pm cst,,,Katy,
31,7/29/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget lowered from $1.4k to $1.3k to prep for $8.8k daily spend,7:09pm cst,,,Katy,
31,7/29/2024,CA,ADB,NB,CA - NB Regs - [B],Multiple lowered from 2 to 1 to target $225 as CPA is $157,7:09pm cst,,,Katy,
31,7/29/2024,CA,ADB,Brand,CA - Brand Plus - [G],Budget lowered from $800 to $700,7:09pm cst,,,Katy,
31,7/29/2024,CA,ADB,PB,CA - PB AVT - [G],Budget lowered from $1.4k to $1.3k to prep for $8.8k daily spend,7:30pm cst,,,Katy,
31,7/30/2024,JP,Yahoo,Brand,"Brand - AVT, _YAB - AVT",Increased CPC cap from 500 to 600 as campaign status is 'limited bid strategy',,,,Katy,
31,7/30/2024,JP,Bing,Brand,Brand: Core - [D] [BMM],Budget increased from $59.96 to $80 as campaign is limited by budget,,,,Katy,
31,7/31/2024,US,ADB,PB,US - Non AVT_PB - [G],"Budget decreased from $26k to $24k, lowering to target August 75% iE%CCP",3:35PM CST,,,Katy,
31,7/31/2024,US,ADB,PB,US - AVT_PB - [G],"Budget decreased from $24k to $23k, multiple is 1.1, so budget from $26,400 to $25,300, lowering to target August 75% iE%CCP",3:35PM CST,,,Katy,
31,7/31/2024,US,Google,All,All,10 amazon warehouse exact match added to negative list 'Merkle - Competitors (all non-Competitor campaigns),,,,Katy,
31,8/2/2024,US,Google,All,All,"Changed old professional-medical-licensed-products to /cp on 619 KWs, labeled ‘Medical /cp’ page. (0.28% click penetration)",,,,Katy,
32,8/5/2024,US,ADB,PB,US - AVT_PB - [G],Budget $24K to $22K,,,,,
32,8/5/2024,US,ADB,PB,US - Non AVT_PB - [G],Budget $23K to $22K,,,,,
32,8/5/2024,US,ADB,AVT S& L,US - AVT_S & L - [G],Budget $20K to $21K,,,,,
32,8/5/2024,US,ADB,BAU,US - BAU - [G],Budget $6K to $6.5K,,,,,
32,8/5/2024,CA,ADB,NB,CA - NB Regs - [G],Budget lowered from $1.8k to $1.6k,,,,Katy,
32,8/5/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget lowered from $1.3k to $1.1k,,,,Katy,
32,8/6/2024,US,Bing,Brand,Brand: Core - [D] [EXT],Budget increased from $4157 to $4225 due to limited by budget,,,,Katy,
32,8/6/2024,CA,Bing,Brand,Brand: Core - [D] [EXT],Budget increased from $421 to $560 due to limited by budget,,,,Katy,
32,8/6/2024,CA,ADB,Brand,CA - Brand Prime - [B],budget increased from $15 to $30 to see if portolio can get more regs,,,,Katy,
32,8/7/2024,CA,ADB,Brand,CA - Brand Plus - [B],Lower budget from $100 to $80 as the CPA for last 4 weeks has been > $180.,,,,Katy,
32,8/7/2024,CA,ADB,NB,CA - NB Regs - [B],"Multiple lowered from 1.5 to 1.3 based on $150, aiming to spend $190",,,,Katy,
32,8/8/2024,US,Google,NB,MRO,"Changed 1051 KWs for MRO from old page to new /cp page, labeled ' MRO /cp page'",,,,Katy,
32,8/8/2024,CA,Bing,Brand,Brand: Core - [D] [EXT],Lowered budget from $560 to $500 as last 7 days avg is $500 and CPA is $103 on WK31,,,,Katy,
32,8/8/2024,US,Google,NB,IT,"Changed 9 KWs for IT from old page to new /cp page, labeled ' IT /cp page'",,,,Katy,
32,8/9/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget lowered from $1.1k to $1k due to high iE%CCP,10:30am cst,,,Katy,
