WK,Date,MKT,Platform,Cluster,Category/Campaign,Change Note,Pending,Reference,Impact,Owner,
27,7/2/2025,JP,Google,Brand,JP - BR - AMZ - [G],build AC ad group due to seasonlity info from wbr. increase budget from $80 to $110,,,,Stacey,
28,7/7/2025,CA,ADB,BAU,CA - NB Regs - [G],budget up $100,,,,Stacey,
28,7/7/2025,CA,Google,AVT,CA - AVT - [G],deskotp 50% to 80%,,,,Stacey,
28,7/7/2025,CA,Google,PB,CA - PB AVT - [G],deskotp 10% to 40%; mobile 0% to 15%,,,,Stacey,
28,7/7/2025,CA,Google,PB,CA - PB Non-AVT (CPT Test) - [G],deskotp 20% to 40%; remove ad group level bid adj,,,,Stacey,
28,7/7/2025,US,ADB,PB,US - AVT_PB - [G]; US - AVT_PB - C - [G],turn off device as keep underspending,,,,Stacey,
28,7/7/2025,US,Google,PB,US - AVT_PB - [G]; US - AVT_PB - C - [G],desktop campaign level 50%; mobile 30%,,,,Stacey,
28,7/7/2025,US,ADB,BAU,US - BAU - [G];US - BAU - CPT - [G],turn off device lv bid adj; campaign lv mobile & tablet -20% in G ads UI; not remove ad group adj in UI yet.,,,,Stacey,
28,7/7/2025,US,ADB,AVT,US - AVT_S & L - [G],turn off device lv bid adj; no any changes in G ads UI as keep underspend,,,,Stacey,
28,7/7/2025,US,ADB,PB,US - Non AVT_PB - C - [G],turn off device lv bid adj; no any changes in G ads UI as keep underspend,,,,Stacey,
28,7/9/2025,JP,ADB,Brand,JP - BR PHR - [G],budget $120 to $180 for PD increased demand,,,,Stacey,
28,7/9/2025,JP,Google,Brand,JP_Brand_Exact_AB指名,budget $3.3K to $4.5K to catch PD demand,,,,Stacey,
29,7/14/2025,US,ADB,AVT,US - AVT_All - [G],turn off device lv bid adj; no any changes in G ads UI as keep underspend,,,,Stacey,
29,7/14/2025,US,ADB,AVT,US - AVT_S & L - [G],budget lower from $8.5K to $7.5K. $7.5K is target spend on both groups,,,,Stacey,
29,7/14/2025,US,ADB,AVT,US - AVT_S & L - C - [G],turn off device lv bid adj; no any changes in G ads,,,,Stacey,
29,7/14/2025,US,ADB,AVT,US - Non AVT_PB - [G],turn off device lv bid adj; no any changes in G ads; budget $8.5K to $8K to have same spend on both groups,,,,Stacey,
29,7/14/2025,US,ADB,AVT,US - AVT_S & L - [G]; US - AVT_S & L - C - [G],change min budget from $200 to $100 as hitting target spend now,,,,Stacey,
29,7/14/2025,US,ADB,PB,US - AVT_PB - [G]; US - AVT_PB - C - [G],change min budget from $200 to $100 as hitting target spend now,,,,Stacey,
29,7/14/2025,CA,ADB,AVT,CA - AVT - [G],budget up $100,,,,Stacey,
29,7/14/2025,CA,ADB,AVT,CA - NB Regs - [G]; CA - NB Regs - C - [G],budget down $100 on each due to CPA up $170+ on WK28,,,,Stacey,
30,7/21/2025,US,ADB,AVT,US - AVT_S & L - [G],budget $7.5k to $5.5K to make weekly 30-40K as control group,,,,Stacey,
30,7/21/2025,US,ADB,PB,US - AVT_PB - [G],budget $8.5K to $7K to make weekly $50K,,,,Stacey,
30,7/21/2025,US,ADB,PB,US - AVT_PB - C - [G],budget $8.5K to $7K to make weekly $50K,,,,Stacey,
30,7/22/2025,CA,ADB,AVT,CA - AVT - [G],budget 1.7K to 1.9K from 2.3K-2.4K,,,,Stacey,
30,7/22/2025,CA,ADB,BAU,CA - NB Regs - C - [G],budget 700 to 800 from 800 to 900,,,,Stacey,
30,7/22/2025,CA,ADB,PB,CA - PB Non-AVT (CPT Test) - [G],budget cut 50 on min & max,,,,Stacey,
30,7/22/2025,CA,ADB,PB,CA - PB AVT - [G],CPT $150 to $130,,,,Stacey,
30,7/22/2025,US,ADB,AVT,US - AVT_S & L - C - [G],campaign min budget 100 to 30; budget $7.5K to $6K to make weekly $40K,,,,Stacey,
30,7/22/2025,US,ADB,AVT,US - AVT_S & L - [G],campaign min budget 100 to 30,,,,Stacey,
30,7/22/2025,US,ADB,AVT,US - AVT_S & L - C - [G]; US - AVT_S & L - [G],regroup campaigns in AMO that have similar spend and perf YTD,,,,Stacey,
30,7/22/2025,US,ADB,PB,US - AVT_PB - [G]; US - AVT_PB - C - [G],min budget down from 100 to 20 to make perf closed to each other,,,,Stacey,
30,7/22/2025,US,ADB,PB,US - Non AVT_PB - [G];US - Non AVT_PB - C - [G],regroup to have similar CPA & spend,,,,Stacey,
30,7/24/2025,US,ADB,AVT,US - AVT_S & L - C - [G]; US - AVT_S & L - [G],budget up from $6 to $6.5K; min budget $30 to $50 to push spend; device campaign -20% to -10%; bid up on high roas mobile Ags,,,,Stacey,
30,7/24/2025,US,ADB,PB,US - Non AVT_PB - [G];US - Non AVT_PB - C - [G],push bids directly on mobile in G ads,,,,Stacey,
31,7/28/2025,US,ADB,PB,US - BAU - CPT - [G]; US - AVT_S & L - [G],change BAU test & AVT test to OCI bidding; change related status in ADB from optimized to active; changes made at 9:30am,,,,Stacey,
31,8/1/2025,JP,Yahoo,Brand Core,Brand Core,Maximizing IS for Brand Core via increased max CPC (from 80% and 90% to 98%),,,,Stacey,
31,8/1/2025,US,Google,DG,SBSS 2025,"Increased budget from $225 to $265 for Aug $23,785 budget",,,,Andrew,
31,7/29/2025,CA,ADB,Brand,CA - Brand Plus - [G],budget down $50,,,,Stacey,
31,7/29/2025,CA,ADB,AVT,CA - AVT - [G],"budget down $200, CPT $150 to $130",,,,Stacey,
31,7/29/2025,CA,ADB,BAU,CA - NB Regs - C - [G],"budget down $100, CPT $150 to $130",,,,Stacey,
31,7/29/2025,CA,ADB,PB,CA - PB Non-AVT - [G],"budget down $200, CPT $150 to $130",,,,Stacey,
31,7/29/2025,CA,ADB,PB,CA - PB AVT - [G],"budget down $100, CPT $130 to $110, min budget $50 to $20",,,,Stacey,
31,7/28/2025,US,ADB,BAU,US - BAU - [G],budget down from $8.6K to $7.7K to match testing budget,,,,Stacey,
31,7/28/2025,US,ADB,BAU,OCI BAU Testing,budget up from $7K to $7.5K to match control budget,,,,Stacey,
31,7/30/2025,US,ADB,BAU,US - AVT_PB - C - [G];US - AVT_PB - [G],budget up $7K to $8K to push spend in US,,,,Stacey,
31,7/31/2025,US,ADB,BAU,US - BAU - [G],budget up back to $8.3K as only spent $5K yesterday after lower budget,,,,Stacey,
32,8/4/2025,US,ADB,BAU,US - NB Regs D - [B],budget down $700 to $600,,,,Stacey,
32,8/4/2025,CA,ADB,PB,CA - NB Regs - [G],CPT $150 to $130,,,,Stacey,
33,8/11/2025,US,ADB,PB,US - Non AVT_PB - Test - [G],budget up $2K from 8K to 10K,,,,Stacey,
33,8/11/2025,US,ADB,PB,US - Non AVT_PB - C - [G],budget up $2K from 8K to 10K,,,,Stacey,
33,8/11/2025,US,ADB,PB,US - AVT_S & L - C - [G],budget up $1K from 6.5K to 7.5K,,,,Stacey,
33,8/11/2025,US,Google,PB,US - AVT_S & L - [G],budget up $1K from 6.5K to 7.5K; troas 0.29 to 0.32 see how much better G ads can do,,,,Stacey,
33,8/11/2025,US,ADB,PB,CA - PB Non-AVT (CPT) - [G],"combined with PB Non-AVT; lower CPT from 150 to 130, set up daily budget $1K, min budget 10 to 5",,,,Stacey,
33,8/11/2025,US,ADB,BAU,CA - NB Regs - C - [G],lower max budget from 700 to 600,,,,Stacey,
33,8/14/2025,US,ADB,BAU,US - BAU - C - [G],"budget from 8.3K to 8.7K, campaign min budget from 3 to 20 as ADB spend is lower than G ads bidding spend",,,,Stacey,
34,8/18/2025,US,Google,AVT,US - AVT_S & L - [G],troas 0.32 to 0.34 to test G ads bid potential,,,,Stacey,
34,8/18/2025,CA,ADB,PB,CA - PB Non-AVT (CPT) - [G],"CPT from 130 to 110, budget down 100",,,,Stacey,
34,8/18/2025,CA,ADB,PB,CA - PB AVT - [G],"CPT from 110 to 90, budget down 50",,,,Stacey,
34,8/18/2025,CA,ADB,AVT,CA - AVT - [G],"CPT from 130 to 110, budget max down 100",,,,Stacey,
34,8/21/2025,US,Google,BAU,US - BAU - Test - [G],budget 7.5K to 7.8K to match control group spend,,,,Stacey,
35,8/25/2025,US,Google,PB,US - Non AVT_PB - Test - [G],"OCI rollout, $9K budget 0.25 TROAS; deactive ADB bidding at 9am",,,,Stacey,
35,8/25/2025,US,Google,PB,US - AVT_PB - T - [G],"OCI rollout, $9K budget 0.25 TROAS; deactive ADB bidding at 9am",,,,Stacey,
35,8/28/2025,US,ADB,BAU,US - NB Regs D - [B],lower $100 on Bing give Google CPA is better,,,,Stacey,
36,9/2/2025,US,Google,Brand,Brand core exact,"max CPC lower from $8 to $5 on mobile, and desktop lower to from $8 to $4",,,,Stacey,
36,9/3/2025,US,ADB,BAU,US - BAU - C - [G],budget $8.7K to $8K,,,,Stacey,
36,9/3/2025,US,Google,BAU,US - BAU - Test - [G],"budget $7.8k to $7K, troas 0.29 to 0.32",,,,Stacey,
36,9/3/2025,US,Google,PB,NB_Non_AVT_B_T,troas 0.25 to 0.28,,,,Stacey,
36,9/3/2025,US,Google,Brand,Brand core exact,max CPC lower from $4 to $3 on desktop; impression target from 100% to 99%; avt brand core max bid from 10 to 5,,,,Stacey,
36,9/5/2025,US,ADB,NB,US - NB Regs D - [B],bing NB down from 500 to 400,,,,Stacey,
37,9/8/2025,US,Google,BAU,US - BAU - C - [G],"OC rollout 11am, same roas and budget as testing one",,,,Stacey,
37,9/8/2025,US,Google,AVT,US - AVT_S & L - C - [G],"OC rollout 11am, same roas and budget as testing one",,,,Stacey,
37,9/8/2025,US,Google,PB,US - AVT_PB - C - [G],"OC rollout 11am, same roas and budget as testing one",,,,Stacey,
37,9/8/2025,US,Google,PB,US - Non AVT_PB - C - [G],"OC rollout 11am, same roas and budget as testing one",,,,Stacey,
37,9/8/2025,US,Google,AVT,US - AVT_All - [G],"OC rollout 11am, same roas and budget as testing one",,,,Stacey,
37,9/8/2025,US,Google,PB,US - AVT_PB - T - [G],troas 0.25 to 0.28,,,,Stacey,
37,9/8/2025,US,Google,DG,SBSS 2025,"Changed to $740day to hit $22,383 by EOM",,,,Andrew,
37,9/9/2025,US,Google,PB,"pull back PB 1K per portfolio, in ttl 4K pull back",,,,,Stacey,
37,9/9/2025,US,Google,BAU,"pull back 1k per portfolio, in ttl 2K pull back",,,,,Stacey,
37,9/9/2025,US,Google,AVT,"pull back 500 per portfolio, in ttl 1.5K pull back by including avt all",,,,,Stacey,
37,9/10/2025,US,ADB,Brand,US - Brand Prime - [G],budget 1.1K to 950,,,,Stacey,
37,9/10/2025,US,ADB,Brand,US - Brand Plus - [G],budget 2.6k to 2.1k,,,,Stacey,
37,9/11/2025,JP,ADB,Brand,"AMZ, JP - BR - [G]",cut 80 daily budget in ttl,,,,Stacey,
37,9/11/2025,JP,ADB,Brand,JP - BR PHR - [G],cut 20 daily budget,,,,Stacey,
38,9/15/2025,US,Google,PB,OCI - NB - Non AVT PB - C; OCI - NB - Non AVT PB - T,TROAS 0.28 to 0.31,,,,Stacey,
38,9/15/2025,US,ADB,PB,CA - PB AVT - [G],lower min & max budget $50,,,,Stacey,
38,9/15/2025,US,SBSS,SBSS,SBSS,paused duee to Kaelin;s reply,,,,Andrew,
39,9/22/2025,CA,Google,Brand,Brand,Added US as negative location on all remaining campaigns (NB already applied),,,,Andrew,
39,9/22/2025,US,Google,BAU,NB_BAU_C; NB_BAU_T,"consolidate in one portfolio, 12K spend, with 0.32 troas",,,,Stacey,
39,9/24/2025,JP,Google,Brand,JP - BR PHR - [G],budget $180 to $250,,,,Stacey,
39,9/24/2025,JP,Google,Brand,JP - BR - AMZ - [G],budget $50 to $100,,,,Stacey,
39,9/24/2025,JP,Yahoo,Brand,Brand_Prime,"campaign built up and lived, 15K JPY with max clicks at the beginning, change to max conv after 2 wks",,,,Stacey,
39,9/23/2025,US,Google,AVT,NB_AVT S&L_C; NB_AVT S&L_T,troas down 0.34 to 0.31 to push spend,,,,Stacey,
39,9/23/2025,US,Google,PB,NB_Non_AVT_B_C; NB_Non_AVT_B_T,budget up $1K on each portfolio to push spend,,,,Stacey,
40,9/29/2025,US,Google,Brand,US - Brand Core & General BMM - [G]; US - Brand Core BMM ES - [G]; US - Brand Core BMM AVT - [G],"Brand BMM to tROAS, budget $3K, troas 2.9; 8:30am",,,,Stacey,
40,9/29/2025,US,Google,AVT,NB_AVT S&L_C; NB_AVT S&L_T,troas 0.31 to 0.28,,,,Stacey,
40,9/29/2025,US,Google,AVT,NB_AVT_All,troas 0.3 to 0.27,,,,Stacey,
40,9/29/2025,US,Google,BAU,NB_BAU,troas 0.32 to 0.29,,,,Stacey,
40,9/29/2025,US,Google,PB,NB_Non_AVT_B_C; NB_Non_AVT_B_T,troas 0.31 to 0.28,,,,Stacey,
40,9/29/2025,US,Google,PB,"NB_AVT_B_T,NB_AVT_B_C",budget up $7.5K to $8K,,,,Stacey,
40,9/29/2025,US,Google,PB,NB_AVT_B_C,troas 0.28 to 0.25,,,,Stacey,
40,9/29/2025,CA,ADB,AVT,CA - AVT - [G],budget up $300 to min & max,,,,Stacey,
40,9/29/2025,CA,ADB,PB,CA - PB Non-AVT (CPT) - [G],budget up $300 to min & max,,,,Stacey,
40,9/29/2025,JP,Yahoo,Brand,Brand_Prime,pause campaign as other brand campaigns spend trend high now,,,,Stacey,
40,10/1/2025,US,Google,PB,NB_Non_AVT_B_C,troas 0.28 to 0.25; budget 8.5k to 9K,,,,Stacey,
40,10/1/2025,US,Google,AVT,NB_AVT S&L_C,troas 0.28 to 0.25,,,,Stacey,
40,10/1/2025,US,Google,AVT,NB_AVT_B_T,budget $8K to $9K as showing limited by budget,,,,Stacey,
40,10/2/2025,US,Google,AVT,NB_AVT_B_T,budget $9K to $11K as showing limited by budget,,,,Stacey,
40,10/2/2025,US,Google,AVT,NB_AVT S&L_T,troas 0.28 to 0.25,,,,Stacey,
40,10/2/2025,US,Google,AVT,NB_AVT_All,troas 0.28 to 0.25,,,,Stacey,
40,10/2/2025,US,Google,BAU,NB_BAU,troas 0.29 to 0.26; budget $12K to $14K,,,,Stacey,
40,10/2/2025,US,Google,PB,NB_Non_AVT_B_T,troas 0.28 to 0.25; budget 8.5k to 9K,,,,Stacey,
40,10/2/2025,US,Google,NB,NB,remove ad group and campaign lv device modifier to clean up,,,,Stacey,
41,10/6/2025,US,Google,Brand,Brand_T,brand bmm budget $3K to $4K,,,,Stacey,
41,10/6/2025,CA,ADB,AVT,CA - AVT - [G],CPT $110 to $130,,,,Stacey,
41,10/6/2025,CA,ADB,PB,CA - PB Non-AVT (CPT) - [G],CPT $110 to $130; budget up $200 to min & max,,,,Stacey,
41,10/6/2025,CA,ADB,BAU,CA - NB Regs - [G],budget up $100,,,,Stacey,
41,10/8/2025,US,Google,Brand,"Brand plus, Brand Prime","change to Google TROAS bidding, with ADB portfolio to active at 9am",,,,Stacey,
41,10/8/2025,CA,Bing,Brand,Brand core exact,target impression share 100% to 97%; budget $500 to $300,,,,Stacey,
41,10/8/2025,JP,ADB,Brand,JP - BR - AMZ - [G],budget 100 to 50,,,,Stacey,
41,10/8/2025,JP,ADB,Brand,JP - BR - [G],budget 100 to 80,,,,Stacey,
41,10/8/2025,JP,Google,Brand,JP_Brand_Exact_AB指名,max bid from $6 to $4,,,,Stacey,
41,10/8/2025,JP,ADB,Brand,JP - BR PHR - [G],combine JP - BR - AMZ - [G] and JP - BR - [G] into PHR portfolio ; change to CPT bidding; save $$ for NB test,,,,Stacey,
42,10/13/2025,CA,ADB,AVT,CA - AVT - [G],"cpt $130 to $150, budget up $200",,,,Stacey,
42,10/13/2025,CA,ADB,BAU,CA - NB Regs - [G],"cpt $110 to $130, budget up $200",,,,Stacey,
42,10/13/2025,CA,ADB,PB,CA - PB AVT - [G],"cpt $90 to $110, budget up $200",,,,Stacey,
42,10/14/2025,MX,ADB,NB,MX - Google - NB,"cpt 75 to 100, budget up 200",,,,Stacey,
42,10/14/2025,MX,ADB,NB,MX - Google - NB,"cpt 75 to 100, budget up 200",,,,Stacey,
42,10/14/2025,MX,ADB,NB,MX - Google - Invoice AMZ,"cpt 80 to 90, budget up 100",,,,Stacey,
43,10/20/2025,US,Google,AVT,NB_AVT_All,budget $1K to $2K; troas 0.25 to 0.23,,,,Stacey,
43,10/20/2025,US,Google,PB,NB_AVT_B_C,troas 0.25 to 0.21; budget 8k to 9k,,,,Stacey,
43,10/20/2025,US,Google,PB,NB_AVT_B_T,troas 0.28 to 0.25,,,,Stacey,
43,10/20/2025,US,Google,AVT,NB_AVT S&L_C,"budget $7k to 8K, troas 0.25 to 0.23",,,,Stacey,
43,10/20/2025,US,Google,AVT,NB_AVT S&L_T,"budget $7k to 8K, troas 0.25 to 0.23",,,,Stacey,
43,10/20/2025,US,Google,BAU,NB_BAU,troas 0.26 to 0.22,,,,Stacey,
43,10/20/2025,US,Google,PB,NB_Non_AVT_B_C,troas 0.25 to 0.23,,,,Stacey,
43,10/20/2025,US,Google,PB,NB_Non_AVT_B_T,troas 0.25 to 0.23,,,,Stacey,
43,10/20/2025,CA,ADB,AVT,CA - AVT - [G],budget up 200,,,,Stacey,
43,10/20/2025,CA,ADB,AVT,CA - NB Regs - [G],budget up 100,,,,Stacey,
43,10/21/2025,JP,Google,Brand,JP_Brand_Exact_AB指名,max cpc 4 to 6,,,,Stacey,
43,10/21/2025,JP,Google,NB,NB,campaign budget up from 100 to 400,,,,Stacey,
43,10/22/2025,JP,APP,APP,AB_App_JP_Google_Brand,"add account budget $13.1K, enable app brand campaign with $150 budget",,,,Stacey,
44,10/27/2025,US,Google,BAU,NB_BAU,budget $13K to $12K,,,,Stacey,
44,10/27/2025,CA,ADB,Brand,CA - Brand Plus - [G],budget $650 to $600,,,,Stacey,
44,10/27/2025,CA,ADB,Brand,CA - Brand Prime - [G],budget $65 to $60,,,,Stacey,
44,10/27/2025,CA,ADB,PB,CA - PB AVT - [G],budget down $250,,,,Stacey,
44,10/27/2025,CA,ADB,BAU,CA - NB Regs - [G],budget down $150,,,,Stacey,
44,10/27/2025,CA,ADB,BAU,CA - NB Regs - C - [G],budget down $50,,,,Stacey,
44,10/27/2025,CA,ADB,PB,CA - PB Non-AVT (CPT) - [G],budget down $100,,,,Stacey,
44,10/28/2025,JP,ADB,NB,NB portfolio,change to adb bidding,,,,Stacey,
44,10/28/2025,JP,Yahoo,Brand,Brand,budget 25K JPY to 50K JPY,,,,Stacey,
44,10/28/2025,JP,Yahoo,Brand,Brand_AVT,budget 5K JPY to 10K JPY,,,,Stacey,
44,10/28/2025,JP,Yahoo,Brand,Kw with micro-industrical URL,pause kws with find-solutions/simplify-buying/selection/mro-industrial; as no spend in Y25 to avoid disruption on Polaris,,,,Stacey,
44,10/30/2025,CA,ADB,PB,CA - PB Non-AVT (CPT) - [G],budget cut $300,,,,Stacey,
44,10/30/2025,CA,ADB,BAU,CA - NB Regs - [G],budget cut $100; CPA down from $130 to $120,,,,Stacey,
44,10/28/2025,JP,ADB,NB,NB portfolio,change multiple from 2 to 1,,,,Stacey,
44,10/28/2025,JP,Google,NB,NB portfolio,mobile -50% to -80%,,,,Stacey,
45,11/4/2025,JP,Google,KW level changes,Updated KW level URLs to reflect the changes of Polaris change,new - jp/ja/cp/lp-tax-reform-overview2,,,,Stacey,
45,11/4/2025,JP,Yahoo,KW level changes,Updated KW level URLs to reflect the changes of Polaris change,new - jp/ja/campaigns/callback?,,,,Stacey,
45,11/4/2025,US,Google,All,Data model,G ads attribution model from DDA to last click,,,,Stacey,
45,11/4/2025,US,ADB,Bing,US - NB Regs D - [B],"change from daily budget bid to CPT bid, with TCPT as $200, budget cut to $200-300, vs $400",,,,Stacey,
45,11/4/2025,US,ADB,Bing,US - Brand Plus - [B],"change from daily budget bid to CPT bid, with TCPT as $100, budget cut to $100",,,,Stacey,
45,11/4/2025,US,Google,AVT,US - NB AVT,"portfolio consolidation: NB_AVT S&L_C, NB_AVT S&L_T, NB_AVT all; ttl budget $15K and troas keep as 0.23",,,,Stacey,
45,11/6/2025,US,Bing,NB,All NB,Pause NB campaigns; label as Pause_110625; $10K saving per month,,,,Stacey,
45,11/6/2025,US,ADB,Bing,US - NB Regs D - [B],change from optimize to active as paused NB campaigns in Bing,,,,Stacey,
45,11/6/2025,US,ADB,Bing,US - Brand Plus - [B],cut $100 on daily budget,,,,Stacey,
45,11/6/2025,US,Google,BAU,NB_BAU,budget $12K to $10K as no $400K budget in Q4,,,,Stacey,
45,11/6/2025,US,Google,PB,NB_AVT_B_C; NB_AVT_B_T,budget $9Kto $7K,,,,Stacey,
45,11/6/2025,US,Google,PB,NB_Non_AVT_C; NB_Non_AVT_T,"consolidate in one portfolio, 15K spend, with 0.23 troas",,,,Stacey,
46,11/10/2025,US,Google,PB,JP_NonBrand_Electronics,mobile -80% to -95%,,,,Stacey,
46,11/11/2025,CA,ADB,BAU,CA - NB Regs - C - [G],budget up $100,,,,Stacey,
46,11/11/2025,CA,ADB,PB,CA - PB Non-AVT (CPT) - [G],budget up $100,,,,Stacey,
46,11/11/2025,CA,ADB,BAU,CA - NB Regs - [G],budget down $50,,,,Stacey,
47,11/17/2025,US,Google,NB,General (Cat) - [D] [BMM],change final url suffix to include ps_kw={keyword}; 12:20 PM PT,,,,Stacey,
47,11/17/2025,US,Google,NB,Apparel (Cat) - [D] [EXT],change final url suffix to include ps_kw={keyword},,,,Stacey,
47,11/17/2025,US,Google,BAU,NB_BAU,"troas 0.22 to 0.24, budget 9k to 8k",,,,Stacey,
47,11/17/2025,US,Google,Brand,Brand_Prime,"troas 0.92 to 1, budget 1k to 800",,,,Stacey,
47,11/17/2025,US,Google,Brand,Brand_Plus,troas 2.65 to 2.9,,,,Stacey,
47,11/17/2025,US,Google,Brand,Brand_T,troas 2.9 to 3.1,,,,Stacey,
47,11/18/2025,CA,Google,Brand Core BMM,CA - Brand Core BMM - [G],Raised daily budget by $100,,,,Adi,
47,11/18/2025,CA,Google,NB Pure Broad AVT,CA - PB AVT - [G],Dropped daily budget by $100; Min to $650 from $750 and Max to $750 from $850,,,,Adi,
47,11/20/2025,JP,Google,NB,Location change,"Non Branded Campaign targeting switched to target only  Tokyo, Osaka, Fukuoka, Nagoy",,,,Adi,
47,11/24/2025,US,Google,NB,URL Change,Changed URL on disapproved KWs to - https://business.amazon.com/en/cp/lpa-shipping-storage,,,,Adi,
47,11/24/2025,US,Google,All,Account auto setting,Account-level automated assets settings off,,,,Stacey,
47,11/24/2025,CA,Google,All,Account auto setting,Account-level automated assets settings off,,,,Stacey,
47,11/24/2025,US,Google,AVT,NB_AVT,budget $14K to $16k as get $450K extra budget,,,,Stacey,
47,11/24/2025,US,Google,All,seasonality adj,seasonality adj on TG: Y25 TGBF Budget adj; testing for TG and leave BF untest,,,,Stacey,
47,11/24/2025,JP,ADB,NB,JP - NB - Electronic_Grocery - [G],budget from $900 to $600,,,,Stacey,
47,11/24/2025,JP,ADB,Brand,JP - BR PHR - [G],CPT $200 to $150 as EFID doubled ref reg 2,,,,Stacey,
47,11/24/2025,JP,Yahoo,Brand,Brand_Product,pause due to YTD CPA > $1000,,,,Stacey,
48,11/25/2025,CA,Google,NB Pure Broad AVT,CA - PB AVT - [G],Dropped tCPA by $10 to $100,,,,Adi,
48,11/28/2025,JP,Yahoo,NonBrand_Electronics,Updated URLs wto reflect the right LP,Changed KW URLs based on top 10 Google KWs and paused the rest,,,,Stacey,
49,12/1/2025,US,Google,BAU,NB_BAU,budget $8k to $10K,,have budgtet support,,Stacey,
49,12/1/2025,US,Google,PB,NB_Non_AVT_B,budget $12k to $15K,,have budgtet support,,Stacey,
49,12/1/2025,US,Google,PB,NB_AVT_B,budget $11k to $14K,,have budgtet support,,Stacey,
49,12/1/2025,JP,ADB,Brand,JP - BR PHR - [G],budget lower $100,,,,Stacey,
49,12/1/2025,JP,ADB,NB,JP - NB - Electronic_Grocery - [G],budget lower $600 to $200,,,,Stacey,
49,12/1/2025,JP,Google,Brand,JP_Brand_Exact_AB指名,max cpc 7 o 5,,trend higher on pacing,,Stacey,
49,12/1/2025,JP,Google,NB,all NB campaigns,pause,,trend higher on pacing,,,
48,12/3/2025,CA,ADB,NB Pure Broad AVT,CA - PB AVT - [G],Enabled Auto Optimize Bid Adj values on Mobile -60 min and -50 max,,,,Adi,
48,12/3/2025,CA,ADB,CA - NB Regs - [G],23 Campaigns moved from CA - NB Regs - C - [G] to CA - NB Regs - [G],Budget on CA - NB Regs - [G] raised to $1250 to accomodate the new campaign spend,,,,Adi,
48,12/5/2025,US,Google,BAU,NB_BAU,pull back $1K to avoid overspend,,,,Stacey,
49,12/5/2025,JP,ADB,Brand,JP - BR PHR - [G],CPT $140 to $100,,trend higher on pacing,,Stacey,
50,12/8/2025,CA,ADB,Brand Plus,CA - Brand Core BMM - [G],Budget raised by $200 to now at $1400,,,,Adi,
50,12/8/2025,CA,ADB,Brand Plus,CA - Brand Plus - [G],Budget raised by $100 to now be at $700,,,,Adi,
50,12/8/2025,CA,ADB,NB BAU,CA - NB Regs - [G],Budget raised by $150 in max spend to give more room to spend with additional campaigns now added to the Portfolio,,,,Adi,
50,12/8/2025,CA,ADB,NB Pure Broad,CA - PB Non-AVT (CPT) - [G],Raised by  a defensive $100 to monitor performance; Not spending its current budget,,,,Adi,
50,12/8/2025,CA,ADB,NB Pure Broad AVT,CA - PB AVT - [G],Raised by  a defensive $100 to monitor performance; Spending curr budget,,,,Adi,
50,12/9/2025,CA,ADB,NB AVT,CA - AVT - [G],Raised min budget to 2300 (+100) and CPT from $150 to $160,,,,Adi,
50,12/9/2025,US,ADB,NB AVT,Shipping storage Supplies URL update,Swapped KW level URL ,,,,Adi,
50,12/10/2025,CA,ADB,Brand Plus,CA - Brand Core BMM - [G],Raised $100 to hit weekly spend goals,,,,Adi,
50,12/10/2025,CA,ADB,Brand Plus,CA - Brand Plus - [G],Raised $100 to hit weekly spend goals,,,,Adi,
50,12/10/2025,CA,ADB,NB AVT,CA - AVT - [G],Added $100 in additional budgets and $5 in CPT to get it to spend more towards its budget,,,,Adi,
50,12/10/2025,CA,ADB,NB BAU,CA - NB Regs - [G],Raise CPT from $120 to $130 and min and max budget by additional $100 each,,,,Adi,
50,12/10/2025,CA,ADB,NB Pure Broad AVT,CA - PB AVT - [G],Raise CPT from $100 to $110 and min and max budget by additional $100 each,,,,Adi,
50,12/10/2025,US,ADB,Brand,US - Brand Plus - [B],budget up $300 to min & max,,,,Stacey,
50,12/11/2025,JP,Google,Brand,JP_Brand_Exact_AB指名,max bid $5 to $3,,,,Stacey,
50,12/11/2025,JP,Google,Brand,JP_Brand_Product,pause campaign due to YTD 1.3K spend no conv,,,,Stacey,
50,12/11/2025,JP,Google,Brand,JP_Brand_AMZ,mobile off,,,,Stacey,
50,12/11/2025,JP,ADB,Brand,JP - BR PHR - [G],"budget lower $100, turn off device, audience, location bid change; CPT $100 to $90",,,,Stacey,
50,12/11/2025,JP,Yahoo,Brand,Brand_AVT,budget 10K JPY to 2k JPY,,,,Stacey,
50,12/11/2025,JP,Yahoo,Brand,Brand,budget 48K JPY to 30k JPY,,,,Stacey,
50,12/11/2025,JP,Yahoo,Brand,Brand,mobile down -20%,,,,Stacey,
50,12/11/2025,JP,Yahoo,Brand,Brand-Phrase,bidding portfolio in Yahoo change 95% IS target to 90% target,,,,Stacey,
50,12/12/2025,CA,ADB,NB AVT,CA - AVT - [G],Added $100 in additional budgets to now be at $2500-$2600 range,,,,Adi,
50,12/15/2025,JP,Google,Brand,JP_Brand_Exact_AB指名,max bid $3 to $1.5,,,,Stacey,
51,12/16/2025,CA,ADB,Brand Plus,CA - Brand Plus - [G],Budget raised by $100 to capitalize reg growth with efficient CPAs,,,,Adi,
51,12/16/2025,CA,ADB,NB BAU,CA - NB Regs - [G],Raised min budget by $100 to maximize spend on allocated budgets,,,,Adi,
