WK,Date,MKT,Platform,Cluster,Category/Campaign,Change Note,Reference,Impact,Owner,Note
44,10/28/2024,MX,Google,NB,MX - Generic AMZ,Budget + from $650 to $750,,,Katy,
44,10/28/2024,MX,Google,NB,MX - Industrial,Budget - from $100 to $50,,,Katy,
44,10/28/2024,MX,Google,NB,MX - Invoice AMZ,Budget - from $600 to $500,,,Katy,
44,10/28/2024,MX,Google,NB,MX - Janitorial,Budget - from $220 to $200,,,Katy,
44,10/28/2024,MX,Google,NB,MX - Office,Budget + from $250 to $280,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Apparel,Budget - from $700 to $650,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Beauty,Budget - from $70 to $50,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Generic,Budget - from $1600 to $1550,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Generic AMZ,Budget - from $950 to $900,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Invoice AMZ,Budget - from $500 to $400,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget - from $520 to $420,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Janitorial,Budget - from $200 to $170,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Office,Budget - from $280 to $250,,,Katy,
45,11/4/2024,MX,Google,NB,MX - Shops,Budget - from $200 to $170,,,Katy,
46,11/11/2024,MX,Google,NB,MX - PPE,Budget lowered from $150 to $100 as CPA too high at $998,,,Katy,
47,11/18/2024,MX,Google,NB,MX - PPE,Budget lowered from $100 to $80 as WK46 still no reg,,,Katy,
47,11/18/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget increased from $420 to $450,,,Katy,
47,11/20/2024,MX,Google,NB,MX - Invoice AMZ,Budget - from $400 to $430,,,Katy,
47,11/20/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget - from $450 to $470,,,Katy,
47,11/20/2024,MX,Google,NB,MX - Crafts,Budget - from $50 to $70,,,Katy,
47,11/21/2024,MX,Google,NB,MX - Invoice AMZ,Budget - from $430 to $460,,,Katy,
47,11/21/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget - from $470 to $500,,,Katy,
47,11/21/2024,MX,Google,NB,MX - Food,Budget - from $250 to $280,,,Katy,
48,11/26/2024,MX,Google,NB,MX - PPE,Budget - from $80 to $50 as no regs,,,Katy,
48,11/26/2024,MX,Google,NB,MX - PPE,Added ad variation without discount,,,Katy,
48,11/26/2024,MX,Google,NB,NB,"Paused all NB ad variation with discount, 2583 ads",,,Katy,
48,11/26/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget - from $500 to $550,,,Katy,
48,11/26/2024,MX,Google,NB,MX - Office,Budget - from $250 to $280,,,Katy,
49,12/2/2024,MX,Google,NB,MX - PPE,Paused PPE as no regs for last 4 weeks,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Apparel,Budget $650 to $550,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Crafts,Budget $70 to $50,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Electronics,Budget $75 to $50,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Generic,Budget $1550 to $1350,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Invoice AMZ,Budget $460 to $400,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget $600 to $550,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Janitorial,Budget $170 to $100,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Materials,Budget $100 to $50,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Medical,Budget $100 to $80,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Office,Budget $280 to $250,,,Katy,
49,12/2/2024,MX,Google,NB,MX - Shops,Budget $170 to $150,,,Katy,
49,12/3/2024,MX,Google,NB,MX - Apparel,Budget $550 to $500,,,Katy,
49,12/3/2024,MX,Google,NB,MX - Generic,Budget $1350 to $1300,,,Katy,
49,12/3/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget $550 to $500,,,Katy,
49,12/3/2024,MX,Google,NB,MX - Medical,Budget $80 to $50,,,Katy,
49,12/3/2024,MX,Google,NB,MX - Office,Budget $250 to $220,,,Katy,
49,12/3/2024,MX,Google,NB,MX - Beauty,169 ads and 1260 KWs updated from https://business.amazon.com.mx/es/find-solutions/simplify-buying/selection to https://business.amazon.com.mx/es/find-solutions/simplify-buying/selection/belleza-cuidado-del-cabello,,,Katy,
50,12/9/2024,MX,Google,NB,MX - Apparel,Budget $500 to $400,,,Katy,
50,12/9/2024,MX,Google,NB,MX - Generic,Budget $1.3k to $1.2k,,,Katy,
50,12/9/2024,MX,Google,NB,MX - Office,Budget $220 to $180,,,Katy,
50,12/9/2024,MX,Google,NB,MX - Shops,Budget $150 to $100,,,Katy,
50,12/10/2024,MX,Google,NB,MX - Industrial,Paused due to low YTD regs of 13,,,Katy,
50,12/10/2024,MX,Google,NB,MX - Materials,Paused due to low YTD regs of 20,,,Katy,
50,12/10/2024,MX,Google,NB,MX - Generic AMZ,Budget lowered from $900 to $800,,,Katy,
50,12/13/2024,MX,Google,Both,All,Added callout 'Facturación simplifica' and '30% en primera compra' on account level and pause 'Facturas con IVA en Grupo' on campaign level,,,Katy,
50,12/13/2024,MX,Google,Both,All,"Added sitelink 'Regístrate sin costo' new 'Prime Duo, sin costo' and 'Soluciones para empresas' on campaign level. Paused old 'Prime Duo, sin costo' and 'Soluciones para empresas'. ",,,Katy,
51,12/16/2024,MX,Google,NB,MX - Apparel,Budget lowered from $400 to $280,,,Katy,
51,12/16/2024,MX,Google,NB,MX - Food,Budget lowered from $280 to $230,,,Katy,
51,12/16/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget lowered from $400 to $300,,,Katy,
51,12/18/2024,MX,Google,NB,,"Added new ad variation for 2,262 NB ads labeled ' 12.18.24 Revised Copy'",,,Katy,
51,12/18/2024,MX,Google,Brand,,Added 5 new ads labeld '12.18.24 New Brand Variation (No Discount)',,,Katy,
51,12/18/2024,MX,Google,Brand,,"Changed 5 existing ads labeld '12.18.24 Update with Discount Message' (Limited 3 RSA so can't add new one, chose to update this one as less history with similar CTR)",,,Katy,
51,12/20/2024,MX,Google,NB,,"Paused 24 KWs with no regs with spend >$300 OR 1 reg with spend>$500 and CPA>$500, labeled '12.20.24 Paused'",,,Katy,
52,12/26/2024,MX,Google,NB,MX - Generic AMZ,Budget lowered from $1.2kto $1k,,,Katy,
52,12/26/2024,MX,Google,NB,MX - Apparel,Budget lowered from $280 to $250,,,Katy,
52,12/27/2024,MX,Google,NB,MX - Generic AMZ,Budget $1k to $1.2k,,,Katy,
52,12/27/2024,MX,Google,NB,MX - Invoice AMZ,Budget $400 to $500,,,Katy,
52,12/27/2024,MX,Google,NB,MX - Invoice AMZ Broad,Budget $300 to $400,,,Katy,
52,12/27/2024,MX,Google,NB,MX - Apparel,Budget $250 to $300,,,Katy,
52,12/27/2024,MX,Google,NB,MX - Office,Budget $180 to $200,,,Katy,
1,1/3/2025,MX,Google,NB,"MX - Generic AMZ, MX - Generic, MX - Office, and MX - Apparel",Added a Maximum CPC bid limit of $10 to campaign.,,,Katy,
2,1/6/2025,MX,Google,NB,MX - Generic,Budget $1.2k to $1.4k,,,Katy,
2,1/6/2025,MX,Google,NB,MX - Generic AMZ,Budget $800 to $1k,,,Katy,
2,1/6/2025,MX,Google,NB,MX - Invoice AMZ,Budget $500 to $700,,,Katy,
2,1/6/2025,MX,Google,NB,MX - Invoice AMZ Broad,Budget $400 to $350,,,Katy,
2,1/7/2025,MX,Google,NB,"MX - Medical, MX - Shops, MX - Janitorial, and MX - Crafts","Changed from Max click Google bidding to manual CPC to prep for CPT bidding, labeled 'MX NB CPT Campaigns'",,,Katy,
2,1/8/2025,MX,Google,NB,MX - Generic AMZ,Budget from $1k to $1.1k,,,Katy,
2,1/8/2025,MX,Google,NB,NB CPT portfolio,Budget from $300 to $400,,,Katy,
2,1/10/2025,MX,Google,NB,NB CPT portfolio,Lowered the bid by 10% for 10951 KWs for Adobe to learn on auto bidding,,,Katy,
3,1/13/2025,MX,Google,Brand,MX - Brand Exact,CPC cap lowered from $90 to $10 as long tail KWs are driving high CPC,,,Katy,
3,1/13/2025,MX,Google,NB,MX - Invoice AMZ Broad,Add max CPC cap as $10,,,Katy,
3,1/13/2025,MX,Google,NB,NB CPT,Portfolio budget from $400 to $300,,,Katy,
3,1/13/2025,MX,Google,NB,MX - Apparel,Budget $300 to $200,,,Katy,
3,1/13/2025,MX,Google,NB,MX - Generic AMZ,Budget $1.1k to $1k,,,Katy,
3,1/13/2025,MX,Google,NB,MX - Invoice AMZ Broad,Budget $350 to $200,,,Katy,
3,1/14/2025,MX,Google,NB,MX - Invoice AMZ,Add max CPC cap as $10,,,Katy,
3,1/15/2025,MX,Google,NB,NB CPT portfolio,"Lowered the bid by 5% for 10951 KWs for Adobe to learn on auto bidding, 2nd time bid change",,,Katy,
3,1/16/2025,MX,Google,NB,MX - Food,Changed from Max click to manual CPC to test mobile bid adjustment. Change 2953 KWs. Set campaign level mobile bid as -30%,,,Katy,
4,1/21/2025,MX,Google,NB,MX - Invoice AMZ,CPC cap lowered from $10 to $7,,,Katy,
4,1/21/2025,MX,Google,NB,MX - Generic,Budget $1.4k to $1.3k,,,Katy,
4,1/21/2025,MX,Google,NB,MX - Generic AMZ,Budget $1k to $1.1k,,,Katy,
4,1/21/2025,MX,Google,NB,MX - Invoice AMZ,Budget $700 to $800,,,Katy,
4,1/21/2025,MX,Google,NB,MX - Invoice AMZ Broad,Budget $200 to $300,,,Katy,
4,1/21/2025,MX,Google,NB,MX - Google - NB CPT,Switched from manual CPC to Daily spend bidding of $300 and check next week to see if it's ready for CPT,,,Katy,
4,1/23/2025,MX,Google,NB,MX - Invoice AMZ Broad,"Switched campaign from Max Click bidding to manual CPC and mobile -30% at campaign level, budget $300",,,Katy,
4,1/24/2025,MX,Google,NB,MX - Invoice AMZ Broad,Increased the bid by 10% as spend is low.,,,Katy,
4,1/24/2025,MX,Google,NB,MX - Generic,Budget $1.3k to $1.4k,,,Katy,
4,1/24/2025,MX,Google,NB,MX - Google - Food,"Change MX - Food from manual CPC to Daily spend Adobe bidding, budget $230",,,Katy,
5,1/27/2025,MX,Google,NB,MX - Generic,Budget $1.4k to $1.6k,,,Katy,
5,1/29/2025,MX,Google,Brand,MX - Brand Exact,Paused 5 ads labeled '12.18.24 New Brand Variation (No Discount)' as CTR and CVR are not as efficient as the old messaging,,,Katy,
5,1/29/2025,MX,Google,NB,"MX - Generic, MX Generic AMZ, and MX - Apparel",Lowered CPC cap from $10 to $7,,,Katy,
5,1/29/2025,MX,Google,NB,MX Invoice AMZ,Lowered CPC cap from $7 to $5,,,Katy,
5,1/31/2025,MX,Google,NB,MX - Generic,"Reset CPC under manual bidding for 491 KWs fro 4hrs from 1pm to 5pm CT, check next week to see if resetting the CPC works on lowering the CPA. If not, changed campaign to manual CPC on Wed.",,,Katy,
6,2/3/2025,MX,Google,NB,MX - Apparel,Bugdet $200 to $150,,,Katy,
6,2/3/2025,MX,Google,NB,MX - Office,Bugdet $200 to $150,,,Katy,
6,2/3/2025,MX,Google,NB,MX - Generic,Budget $1.6k to $1.5k,,,Katy,
6,2/3/2025,MX,Google,NB,MX - Generic AMZ,Budget $1.1k to $1.3k,,,Katy,
6,2/3/2025,MX,Google,NB,MX - Invoice AMZ,Budget $800 to $850,,,Katy,
6,2/3/2025,MX,Google,NB,MX - Invoice AMZ Broad,Budget $300 to $500,,,Katy,
6,2/3/2025,MX,ADB,NB,MX - Google - NB CPT,Budget $300 to $250,,,Katy,
6,2/4/2025,MX,Google,NB,MX - Generic,Switched the campaign under Manual CPC with spend target as $1.5k,,,Katy,
6,2/4/2025,MX,Google,NB,MX - Food,Combined this campaign to MX - Google - NB CPT portfolio. Portfolio budget updated to $480 to include the $230 Food budget,,,Katy,
6,2/4/2025,MX,Google,NB,MX - Google - NB CPT,"Device level bid adjustment enabled, M set at min/max -30/0",,,Katy,
6,2/5/2025,MX,Google,NB,MX - Generic,Increased bid by 5% on 491 KWs as campaign $100 underspend after switching to manual CPC,,,Katy,
6,2/5/2025,MX,Google,NB,MX - Generic AMZ,Budget $1.3k to $1.45k,,,Katy,
6,2/5/2025,MX,Google,NB,MX - Invoice AMZ Broad,Budget $500 to $650,,,Katy,
7,2/11/2025,MX,Google,NB,MX - Google - Generic,Switched from manual CPC to optimzied daily budget at $1.5k,,,Katy,
7,2/12/2025,MX,Google,NB,MX - Google - Generic,Mobile bid adj min/max change to -30/0,,,Katy,
7,2/12/2025,MX,Google,NB,MX - Generic AMZ,"Switched the campaign from max click to Manual CPC for 673 enabled KWs with spend target as $1450, mobile bid-30% in Google",,,Katy,
7,2/13/2025,MX,Google,NB,MX - Google - Generic,"Switched to CPT from Daily spend of $1.5k, CPT target $200 with min/max budget of 1450/1550 to target $1500.",,,Katy,
7,2/13/2025,MX,Google,NB,MX - Generic AMZ,Switched from manual CPC to optimized Daily spend of $1450 with -30% mobile min adj,,,Katy,
8,2/17/2025,MX,Google,NB,MX - Invoice AMZ Broad,Budget increased from $650 to $950,,,Katy,
8,2/17/2025,MX,Google,NB,MX - Generic,Mobile bid adj min/max changed from -30/0 to -50/-20,,,Katy,
8,2/17/2025,MX,Google,NB,MX - Google - Generic AMZ,Switched from Daily spend bidding of $1450 to CPT bidding target $200 with min/max of 1450/1500 to target $1450,,,Katy,
8,2/18/2025,MX,Google,NB,MX - Invoice AMZ,CPC cap increased back from $5 to $7 as campaign status 'Bid setting limited' and the campaign is underspend,,,Katy,
8,2/18/2025,MX,Google,"""bocinas profesionales"" keyword in MX - Electronics campaign
",MX - Electronics,Keyword with over $3K spend with 0 regs based on whole year AMO data,,,Yun,
8,2/19/2025,MX,Google,NB,MX - Google - Generic,"CPT to 180 from 200, mobile -80% to -70% from -50% to -20%, tablet -90% form 0; budget $1.4k to $1.5k by lowering $50 on min & max",,,Stacey,mobile spend 80% + with CPA over$480 for 14 wks 
8,2/19/2025,MX,Google,NB,MX - Google - Generic AMZ,CPT to 180 from 200; budget $1.2K to $1.3K by lower 100 ,,,Stacey,
8,2/19/2025,MX,Google,NB,MX - Invoice AMZ,mobile off as CPA over $350 for 4 wks; budget $850 to $750,,,Stacey,
8,2/19/2025,MX,Google,NB,MX - Invoice AMZ Broad,"start adobe max conv bid with budget $500, mobilie -30% to 0%",,,Stacey,
8,2/19/2025,MX,Google,NB,MX - Google - NB,Group all other NB campaigns to use ADB max conv bid; mobile -70% to -50%,,,Stacey,
8,2/24/2025,MX,Google,NB,MX - Google - Generic,Budget $1400 to $1500 to $1.2K to $1.3K,,,Stacey,
8,2/24/2025,MX,Google,NB,MX - Google - Generic AMZ,mobile -30% to -60% from -30% to 0%,,,Stacey,
8,2/24/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,mobile -30% to -60% from -30% to 0%,,,Stacey,
8,2/24/2025,MX,Google,NB,MX - Google - Invoice AMZ,change to AMO bid; mobile -60% to -30%; tablet -50%; kw bids adj made before to pull back on high CPA kws,,,Stacey,
8,2/24/2025,MX,Google,NB,MX - Google - NB,mobile -80% to -60% from -70% to -50%,,,Stacey,
8,2/24/2025,MX,Google,NB,MX - Google - Generic,manual intervetion to lower bids on high CPA kws,,,Stacey,
8,2/24/2025,MX,Google,NB,MX - Google - Generic AMZ,Budget down $100 to $1.1K to $1.2K,,,Stacey,
9,2/24/2025,MX,Google,NB,MX - Google - Generic,Budget $1400 to $1500 to $1.3K to $1.4K,,,Stacey,
9,2/24/2025,MX,Google,NB,MX - Google - Generic AMZ,mobile -30% to -60% from -30% to 0%,,,Stacey,
9,2/24/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,mobile -30% to -60% from -30% to 0%,,,Stacey,
9,2/24/2025,MX,Google,NB,MX - Google - Invoice AMZ,change to AMO bid; mobile -60% to -30%; tablet -50%; kw bids adj made before to pull back on high CPA kws,,,Stacey,
9,2/24/2025,MX,Google,NB,MX - Google - NB,mobile -80% to -60% from -70% to -50%,,,Stacey,
9,2/24/2025,MX,Google,NB,MX - Google - Generic,manual intervetion to lower bids on high CPA kws,,,Stacey,
9,2/24/2025,MX,Google,NB,MX - Google - Generic AMZ,Budget down $100 to $1.1K to $1.2K,,,Stacey,
8,3/3/2025,MX,Google,NB,MX - Google - Generic,further down mobile bids -10%,,,Stacey,
8,3/3/2025,MX,Google,NB,MX - Google - Generic AMZ,"CPT 160 from 180, desktop -10%",,,Stacey,
8,3/3/2025,MX,Google,NB,MX - Google - Invoice AMZ,budget 600 to 700,,,Stacey,
8,3/3/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,mobile -80% to -60%,,,Stacey,
8,3/3/2025,MX,Google,NB,MX - Google - NB,"desktop -10%, mobile up +10% on min",,,Stacey,
10,3/3/2025,MX,Google,NB,MX - Google - Generic,further down mobile bids -10%,,,Stacey,
10,3/3/2025,MX,Google,NB,MX - Google - Generic AMZ,"CPT 160 from 180, desktop -10%",,,Stacey,
10,3/3/2025,MX,Google,NB,MX - Google - Invoice AMZ,budget 600 to 700,,,Stacey,
10,3/3/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,mobile -80% to -60%,,,Stacey,
10,3/3/2025,MX,Google,NB,MX - Google - NB,"desktop -10%, mobile up +10% on min",,,Stacey,
8,3/7/2025,MX,Google,NB,MX - Google - Invoice AMZ,add 49 kws label as SQR 030725 from SQR,,,Stacey,
10,3/7/2025,MX,Google,NB,MX - Google - Invoice AMZ,add 49 kws label as 030725 from SQR,,,Stacey,
11,3/10/2025,MX,Google,NB,MX - Google - Generic,"desktop lower -10% on min, CPT to $170 from $180",,,Stacey,
11,3/10/2025,MX,Google,NB,MX - Google - NB,budget $900 to $1.1K; mobile min to -80% from -70%,,,Stacey,
11,3/10/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,Budget $500 to $400,,,Stacey,
11,3/12/2025,MX,Google,NB,MX - Generic AMZ,manually bid adj by lowering high cpa kw & bid up a bit on low cpa kw,,,Stacey,
11,3/12/2025,MX,Google,NB,MX - Generic,manually bid adj by lowering high cpa kw & bid up a bit on low cpa kw,,,Stacey,
12,3/17/2025,MX,Google,NB,MX - Google - NB,"budget 1.1K to 1.3K, desktop min up 10%, mobile max donwn -10%",,,Stacey,
12,3/17/2025,MX,Google,NB,MX - Invoice AMZ,mobile -100% to -90%,,,Stacey,
12,3/17/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,desktop min to -10%,,,Stacey,
12,3/17/2025,MX,Google,NB,MX - Generic; MX - Generic AMZ,tablet off to -100%,,,Stacey,
12,3/17/2025,MX,Google,NB,MX - Generic AMZ,manually bid down high CPA kws,,,Stacey,
13,3/24/2025,MX,Google,NB,MX - Google - NB,desktop lower -15% on min and -10% on max,,,Stacey,
13,3/24/2025,MX,Google,NB,MX - Google - Generic,desktop lower -10% to -20% to -10%,,,Stacey,
13,3/24/2025,MX,Google,NB,MX - Google - Generic AMZ,moible lower -10% to -70% to -40%,,,Stacey,
13,3/24/2025,MX,Google,NB,MX - Google - Invoice AMZ,"mobile up 10% and change to CPT bidding with CPA $170 and budget $600-$700, vs previously $700 max conv",,,Stacey,
14,3/31/2025,MX,Google,NB,MX - Google - NB,budget $1.3K to $1.5K; desktop down -10% & mobile up +10%,,,Stacey,
14,3/31/2025,MX,Google,NB,MX - Google - Generic,combine MX - Google - Generic AMZ into this. Budget to $2.1K with $170 CPT,,,Stacey,
14,3/31/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,mobile up 10% & desktop down -10%,,,Stacey,
15,4/7/2025,MX,Google,NB,MX - Google - Generic,pause YTD high CPA kws,,,Stacey,
15,4/7/2025,MX,Google,NB,MX - Google - Generic,mobile up 10% see if help on overall CPA,,,Stacey,
15,4/7/2025,MX,Google,NB,MX - Google - Invoice AMZ,desktop down -10%,,,Stacey,
15,4/11/2025,MX,Google,NB,MX - Google - All,"slightly adjusted targets for month's budget, and added max CPC within portfolios",,,Richard,
15,4/11/2025,MX,Google,NB,MX - Google - All,added all regions as location targets (mexico country target is still there),,,Richard,
16,4/15/2025,MX,Google,NB,"Janitorial, Craft, Eletroncis",Paused 5 KWs with over $1K spend w/o regs,,,Yun,
16,4/15/2025,MX ,Google,Brand Phrase,Brand Phrase,Campaign live,,,Yun/Richard,
16,4/15/2025,MX,Google,Brand Phrase,Brand Phrase,Created portfolio,,,Richard,
16,4/17/2025,MX,Google,NB,,Paused KWs with only 1 reg and over $1K CPA,,,Yun,
19,5/5/2025,MX,Google,Brand,MX - Brand Phrase,negative exact kws in related AG; turn off location & audience target,,,Stacey,
19,5/5/2025,MX,Google,All,All,location & audience max 100% to 20%,,,Stacey,
19,5/5/2025,MX,Google,NB,MX - Google - Generic,"turn off device, location & audience target due to high CPA aross the board; mobile to -50% in G ads",,,Stacey,
19,5/6/2025,MX,Google,NB,Google ,Paused 4 NB KWs with over $600 spend but no regs (all year data),,,Yun,
19,5/6/2025,MX,Google,NB,Google ,Paused 2 high CPA terms ($900+ cpa with only 1 reg),,,Yun,
20,5/12/2025,MX,Google,Brand,MX - Google - Brand Phrase,multiple 1.5 to 1,,,Stacey,
20,5/12/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,min budget $5 to $200,,,Stacey,
22,5/28/2025,MX,Google,NB,MX - Google - Invoice AMZ,budget up $100,,,Stacey,
23,6/2/2025,MX,Google,NB,MX Google,Paused keywords with over $500 spend w/o ef id regs,,,Yun,
23,6/2/2025,MX,Google,NB,MX Google,Paused keywords with over $700 CPA,,,Yun,
23,6/2/2025,MX,Google,Brand Phrase & NB,MX Google,"Negative mobile/tablet bids (from -30% to -40,-50 or -60% on mobile. Some tablets with -100% in google ads",,,Yun,
23,6/2/2025,MX,Google,NB,Portfolios,Turn off location bid in AMO (Google NB & Brand Phrase portfolios),,,Yun,
23,6/2/2025,MX,Google,All,MX Google,Removed AMO location level bids,,,Yun,
23,6/2/2025,MX,Google,NB,"""MX - Google - NB"" Portfolio","CPT $200>$180. Min $1.2K>1K Max $1.5K>$1.3K, Max CPC cap decreased by 10%",,,Yun,Highest CPA portfolio in May
23,6/2/2025,MX,Google,NB,MX - Google - Generic,CPT $170>$155. Min $1.4K>$1.2K Max $2K>$1.8K,,,Yun,
24,6/11/2025,MX,Google,NB,MX - Google - Generic,Reverting CPT to 170 after seeing lower than expected spend,,,Richard,
25,6/23/2025,AU,Google,NB ,Mobile bid -25%>-35%,,,,Yun,
25,6/23/2025,AU,Google,AU_Generic_P-V,Budget $1100>$1000,,,,Yun,
25,6/23/2025,AU,Google,AU_Generic_P-V_Office,Mobile bid -25%>-35%,,,,Yun,
25,6/23/2025,AU,Google,All,Added logo,,,,Yun,
26,6/24/2025,MX,Google,All,All portfolios,"Targeting a 20% increase in spend, via increase in CPT for Generic campaign, and increasing bid limits for each portfolio",,,Richard,
25,6/27/2025,AU,Google,Brand Plus & Brand Core,Selected website traffics as the goal,,,,Yun,
25,6/27/2025,AU,Google,AU_Generic_P-V_Gym,$100>$50,,,,Yun,High CPA $500+ campaign
25,6/27/2025,AU,Google,AU_Generic_P-V_Hospitality,$300>$100,,,,Yun,High CPA $500+ campaign
25,6/27/2025,AU,Google,AU_Generic_P-V_Safety,$100>$50,,,,Yun,No reg
25,6/27/2025,AU,Google,AU_Generic_P-V_Celebrations,$100>$50,,,,Yun,No reg
25,6/27/2025,AU,Google,AU_Generic_P-V_Medical,$50>$100,,,,Yun,
25,6/27/2025,AU,Google,AU_Generic_P-V_Crafts,$50>$100,,,,Yun,
25,6/27/2025,AU,Google,AU_Generic_P-V_Janitorial,$312>$500 Max CPC $10>$11,,,,Yun,
25,6/27/2025,AU,Google,AU_Generic_P-V,"$1K>$1.25K, Max CPC $10>$11",,,,Yun,
25,6/27/2025,AU,Google,AU_Generic_P-V_Shops,$700>$900,,,,Yun,
25,6/27/2025,AU,Google,AU_Generic_P-V_Automatice,"$50>$200, Max CPC $11>$12",,,,Yun,
25,6/27/2025,AU,Google,AU_Generic_P-V,"Paused ""online business companies""",,,,Yun,High cost no spend
26,6/30/2025,AU,Google,AU_Generic_P-V,Budget $1250>$1400,,,,Yun,
26,6/30/2025,AU,Google,AU_Generic_P-V_Janitorial,Budget $500>$625,,,,Yun,
28,7/7/2025,MX,Google,NB,MX - Google - NB,"CPT $180 to $160, budget down -30%",,,Stacey,
28,7/7/2025,MX,Google,NB,MX - Google - Generic,"CPT $180 to $160, budget down -30%",,,Stacey,
28,7/7/2025,MX,Google,NB,MX - Google - Invoice AMZ,"CPT $160 to $150, budget down -10%",,,Stacey,
27,7/7/2025,AU,Google,AU_Generic_P-V_Safety,Budget $100>$50,,,,Yun,
27,7/7/2025,AU,Google,AU_Generic_P-V_Industrial,Budget $200>$100,,,,Yun,
27,7/7/2025,AU,Google,AU_Generic_P-V_Office,Budget $1.1K>$800,,,,Yun,
27,7/7/2025,AU,Google,AU_Generic_P-V,Budget $1540>$2K,,,,Yun,
29,7/15/2025,MX,Google,NB,All,"Lowered CPT targets across the board (walking down slowly), as well as bringing budget down to target 2.3K/day",,,Richard,
28,7/18/2025,AU,Google,AU_Generic_P-V_Industrial,"Budget $100>$50, Max CPC $10>$8",,,,Yun,
28,7/18/2025,AU,Google,AU_Generic_P-V_Office,$900>$700 Max CPC Max CPC $10>$8,,,,Yun,
28,7/18/2025,AU,Google,Gym,$50>$100,,,,Yun,
28,7/18/2025,AU,Google,All,Added new headlines,,,,Yun,
28,7/18/2025,AU,Google,Industry,$300>$200 Max cpc $11>$10,,,,Yun,
28,7/18/2025,AU,Google,Material & Hospitality & Celebration,Max CPC $10>$7,,,,Yun,
28,7/18/2025,AU,Google,Craft,"$150>$100, Max CPC $10>$9",,,,Yun,
32,8/4/2025,AU,Google,AU_Generic_P-V_Hospitality,$50>$200,,,,Yun,
32,8/4/2025,AU,Google,AU_Generic_P-V_Industry,$200>$100 max cpc $10>$8,,,,Yun,
32,8/4/2025,AU,Google,AU_Generic_P-V_Crafts,$100>$50 max cpc $9>$7,,,,Yun,
32,8/4/2025,AU,Google,AU_Generic_P-V_Electronics,$500>$600,,,,Yun,
32,8/4/2025,AU,Google,AU_Generic_P-V,$2K>$2.1K,,,,Yun,
32,8/6/2025,MX,Google,Brand,MX - Google - Brand Phrase,"Max budget 500 to 200, Multiple 1.2 to 1, max bid 8 to 0; desktop 20% to 10%, off location & audience; mobile max -20%",,lower CPA from $240 to $75,Stacey,
32,8/6/2025,MX,Google,NB,MX - Google - Generic,"CPT $120 to $100; max budget $800 to $700, multiple 1.2 to 1; off audience & location; mobile max to -30%",,,Stacey,
32,8/6/2025,MX,Google,NB,MX - Google - Invoice AMZ,"Max budget $550 to $450, Multiple 1.2 to 1, max bid 8 to 0; desktop 20% to 0%, mobile max to -40%; off location & audience",,,Stacey,
32,8/6/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,"Multiple 1.1 to 1, max bid 8 to 0; mobile max to -70%, desktop max to 0%",,,Stacey,
32,8/6/2025,MX,Google,NB,MX - Google - NB,"CPT $120 to $100; max budget $800 to $700, multiple 1.2 to 1; off audience & location; max bid 8 to 0; mobile to -30%",,,Stacey,
32,8/6/2025,AU,Google,AU_Generic_P-V_Hospitality,$200>$300,,,,Yun,
32,8/6/2025,AU,Google,Industry,$100>$50,,,,Yun,
33,8/11/2025,AU,Google,AU_Generic_P-V_Automotive,$300>$150 | high CPC ($11.3) and low click vol (83).,,,,Michelle,
33,8/11/2025,AU,Google,AU_Generic_P-V_Medical,$100>$50 | low traffic (2 impressions),,,,Michelle,
