Search terms report
"March 15, 2026 - March 28, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Source
proveedor de ropa china en mexico,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,1,100.00%,USD,0.64,0.64,Keyword
como conseguir proveedores de ropa,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,8,25.00%,USD,0.85,1.70,Keyword
donde puedo comprar ropa de paca barata para vender,Phrase match,None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",1,11,9.09%,USD,1.25,1.25,Keyword
distribuidor de productos de limpieza,Exact match (close variant),None,MX - Janitorial,Wholesalers_Exact,[mayoristas de artículos de limpieza],2,11,18.18%,USD,1.90,3.79,Keyword
calentador de toallas barberia,Phrase match (close variant),None,MX - Beauty,Generic_Hair_Phrase,"""accesorios de peluquería""",1,1,100.00%,USD,0.79,0.79,Keyword
sillas para barber,Phrase match (close variant),None,MX - Beauty,Furniture_Hair_Phrase,"""muebles de peluquerías""",1,1,100.00%,USD,0.72,0.72,Keyword
tiendas mayorista de maquillaje,Exact match (close variant),None,MX - Beauty,Makeup_Supplier_Exact,[proveedor de maquillaje],4,7,57.14%,USD,1.02,4.09,Keyword
distribuidoras de uñas,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,1.27,1.27,Keyword
tijeras wmark precio,Phrase match (close variant),None,MX - Beauty,Generic_Hair_Phrase,"""accesorios de peluquería""",1,1,100.00%,USD,1.01,1.01,Keyword
cerveza de mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",1,5,20.00%,USD,1.39,1.39,Keyword
vasos de plástico con tapa mayoreo,Phrase match (close variant),None,MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",1,8,12.50%,USD,0.83,0.83,Keyword
vajilla hotelera,Phrase match (close variant),None,MX - Food,Cultlery_Phrase,"""vajilla profesional""",1,1,100.00%,USD,2.55,2.55,Keyword
dulceria mayoreo puebla,Phrase match (close variant),None,MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",1,1,100.00%,USD,0.65,0.65,Keyword
mini botellas de tequila al por mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",7,27,25.93%,USD,1.61,11.27,Keyword
dulces asiaticos mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",1,1,100.00%,USD,0.53,0.53,Keyword
distribuidora de alimentos,Exact match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",1,16,6.25%,USD,2.50,2.50,Keyword
vaso jaibolero precio mayoreo,Phrase match (close variant),None,MX - Food,Cultlery_Suppliers_Phrase,"""proveedores de cristalería""",2,8,25.00%,USD,1.43,2.86,Keyword
mesa caliente para comida,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,1,100.00%,USD,1.04,1.04,Keyword
mayoreo mexico,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,8,12.50%,USD,1.10,1.10,Keyword
productos de mayoreo en guadalajara,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,1,100.00%,USD,0.57,0.57,Keyword
plataforma b2b,Phrase match (close variant),None,MX - Generic,B2B_Shop_Phrase,"""tienda en línea b2b""",1,8,12.50%,USD,6.59,6.59,Keyword
proveedores de relojes,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",2,1,200.00%,USD,0.74,1.48,Keyword
memorias usb a mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.40,1.40,Keyword
camisas lisas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.80,1.80,Keyword
memorias usb al por mayor,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,2,50.00%,USD,3.12,3.12,Keyword
radio r2,Phrase match (close variant),None,MX - Electronics,Audio Components_Phrase,"""equipo de radio profesional""",1,1,100.00%,USD,2.25,2.25,Keyword
cosas para escritorio de oficina,Exact match (close variant),None,MX - Office,Generic_Exact,[equipamiento de escritorio],2,10,20.00%,USD,1.78,3.56,Keyword
mayoreo papeleria tony,Phrase match (close variant),None,MX - Office,Office Furniture_Wholesale_Phrase,"""papeleras al por mayor""",1,4,25.00%,USD,2.88,2.88,Keyword
separadores de archiveros,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",2,8,25.00%,USD,1.51,3.02,Keyword
pallets de ropa americana nueva,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Clothing_Phrase,"""proveedores de ropa""",1,1,100.00%,USD,1.27,1.27,Keyword
proveedores de tenis en monterrey,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Clothing_Phrase,"""zapatos en venta al por mayor""",1,2,50.00%,USD,2.81,2.81,Keyword
amazon business units,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",1,2,50.00%,USD,14.11,14.11,Keyword
amazon business duo,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",3,8,37.50%,USD,0.65,1.95,Keyword
https sellercentral amazon com mario ipi ipisellerverificationservice global node verificationrequired render,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",1,2,50.00%,USD,12.94,12.94,Keyword
proveedor de sudaderas,Exact match (close variant),None,MX - Apparel,Tops_Distributor_Phrase,"""distribuidores de sudaderas""",1,2,50.00%,USD,0.52,0.52,Keyword
tienda de papeleria por mayoreo,Phrase match (close variant),None,MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",1,1,100.00%,USD,0.98,0.98,Keyword
fabrica de productos de limpieza,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",1,1,100.00%,USD,0.58,0.58,Keyword
mesa para manicure,Phrase match (close variant),None,MX - Beauty,Furniture_Cosmetics_Phrase,"""muebles de salón belleza""",1,12,8.33%,USD,1.24,1.24,Keyword
distribuidora de fragancias por mayor,Exact match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",1,1,100.00%,USD,1.85,1.85,Keyword
distribuidores de tintes por mayoreo,Phrase match (close variant),None,MX - Beauty,Hair Styling_Wholesale_Phrase,"""mayorista de productos para el cabello""",1,10,10.00%,USD,2.42,2.42,Keyword
cosmeticos a mayoreo,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[mayorista de maquillaje],1,3,33.33%,USD,0.26,0.26,Keyword
bebidas coreanas mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",6,8,75.00%,USD,1.17,6.99,Keyword
lavavajillas industrial para restaurante,Phrase match (close variant),None,MX - Food,Products_Phrase,"""productos para hostelería""",1,1,100.00%,USD,3.61,3.61,Keyword
kinder sorpresa mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",1,3,33.33%,USD,1.24,1.24,Keyword
horno para cafeteria,Phrase match (close variant),None,MX - Food,Shop_Phrase,"""tienda de hostelería""",1,1,100.00%,USD,1.07,1.07,Keyword
vasos con logo personalizado,Phrase match (close variant),None,MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",1,1,100.00%,USD,2.93,2.93,Keyword
comandas de restaurante,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,3,33.33%,USD,1.47,1.47,Keyword
tazas mayoreo,Exact match (close variant),None,MX - Food,Kitchen Tools_Wholesalers_Exact,[mayoristas de tazas],1,2,50.00%,USD,1.58,1.58,Keyword
remate de mobiliario para restaurante,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,1,100.00%,USD,1.23,1.23,Keyword
vaso desechable personalizado,Phrase match (close variant),None,MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",1,6,16.67%,USD,3.54,3.54,Keyword
refrigerador para cremeria,Phrase match (close variant),None,MX - Food,Generic_Phrase,"""suministros para hostelería""",1,5,20.00%,USD,2.82,2.82,Keyword
botanas por mayoreo cdmx,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,2,50.00%,USD,1.20,1.20,Keyword
distribuidores de globos en mexico,Phrase match (close variant),None,MX - Celebrations,Products_Phrase,"""productos para eventos""",1,2,50.00%,USD,3.16,3.16,Keyword
souvenirs empresariales monterrey,Phrase match (close variant),None,MX - Generic,Core_Enterprises_Products_Phrase,"""productos para empresas""",1,2,50.00%,USD,1.52,1.52,Keyword
b2b proveedores,Phrase match (close variant),None,MX - Generic,B2B_Enterprise_Phrase,"""ventas b2b""",1,17,5.88%,USD,24.87,24.87,Keyword
horno industrial para pan,Phrase match (close variant),None,MX - Generic,Enterprises_Products_Phrase,"""equipamiento comercial""",1,17,5.88%,USD,2.35,2.35,Keyword
lotes de mercancía,Exact match (close variant),None,MX - Generic,Wholesales_Exact,[lotes al por mayor],1,2,50.00%,USD,6.14,6.14,Keyword
proveedores bolsas,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,1,100.00%,USD,2.30,2.30,Keyword
mayoreo calcetines de 3 pesos,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,5,20.00%,USD,1.62,1.62,Keyword
proveedores de negocios,Exact match (close variant),None,MX - Generic,Suppliers_Enterprises_Exact,[proveedores para negocios],1,2,50.00%,USD,1.31,1.31,Keyword
pelotas de hule por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",2,2,100.00%,USD,1.24,2.48,Keyword
donde comprar en mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],1,1,100.00%,USD,1.64,1.64,Keyword
productos para hoteles al por mayor,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,3,33.33%,USD,3.42,3.42,Keyword
fundas para celular mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,1.67,1.67,Keyword
desechables reyma mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,2,50.00%,USD,1.24,1.24,Keyword
cosas a mayoreo para vender,Exact match (close variant),None,MX - Generic,Wholesales_Exact,[venta al por mayor],1,1,100.00%,USD,1.03,1.03,Keyword
promanuez mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,2,50.00%,USD,1.63,1.63,Keyword
distribuidores guadalajara,Phrase match (close variant),None,MX - Generic,Procurement_Suppliers_Phrase,"""suministro distribuidor""",3,2,150.00%,USD,2.59,7.77,Keyword
cajonera para negocio,Phrase match (close variant),None,MX - Generic,Enterprises_Buy_Phrase,"""compras para negocios""",1,1,100.00%,USD,1.78,1.78,Keyword
laptops para contadores,Phrase match (close variant),None,MX - Electronics,Computers_Phrase,"""laptops comerciales""",1,1,100.00%,USD,1.40,1.40,Keyword
archivero de plastico,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,16,6.25%,USD,0.96,0.96,Keyword
carteras por mayoreo cdmx,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",2,1,200.00%,USD,3.46,6.92,Keyword
premios deshidratados para perros mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Pet Shop_Phrase,"""venta al por mayor de alimentos para mascotas""",2,6,33.33%,USD,2.05,4.10,Keyword
accesorios para mascotas mayoreo,Exact match (close variant),None,MX - Shops,Shops_Wholesalers_Pet Shop_Phrase,"""mayorista de accesorios para mascotas""",2,9,22.22%,USD,0.87,1.74,Keyword
mayorista de audifonos,Phrase match (close variant),None,MX - Crafts,Professional Tools_Wholesalers_Phrase,"""mayorista de equipos""",1,3,33.33%,USD,1.09,1.09,Keyword
distribuidores de papelerias,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",1,1,100.00%,USD,1.31,1.31,Keyword
seese soldadora,Phrase match (close variant),None,MX - Crafts,Professional Tools_Procurement_Phrase,"""suministro de soldadura""",1,1,100.00%,USD,0.83,0.83,Keyword
hornos unox mexico,Phrase match (close variant),None,MX - Crafts,Professional Tools_Distributor_Phrase,"""distribuidor de hornos""",1,1,100.00%,USD,2.15,2.15,Keyword
venta de plasticos al mayoreo,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",1,7,14.29%,USD,6.40,6.40,Keyword
amazon business account benefits,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",1,2,50.00%,USD,1.55,1.55,Keyword
amazon business descuento primera compra,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",2,14,14.29%,USD,0.10,0.19,Keyword
venta de sudaderas lisas mayoreo,Phrase match (close variant),None,MX - Apparel,Tops_Wholesales_Phrase,"""comprar sudaderas al por mayor""",1,1,100.00%,USD,2.38,2.38,Keyword
tote bags mayoreo,Phrase match (close variant),None,MX - Apparel,Accessories_Wholesales_Phrase,"""bolsas de tela al por mayor""",1,11,9.09%,USD,2.01,2.01,Keyword
distribuidor de uniformes deportivos,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",1,2,50.00%,USD,1.82,1.82,Keyword
ropa baby colors mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,2,50.00%,USD,1.05,1.05,Keyword
productos de belleza para revender,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],1,3,33.33%,USD,1.77,1.77,Keyword
productos para esteticas,Exact match (close variant),None,MX - Beauty,Products_Cosmetics_Phrase,"""productos centro belleza""",1,1,100.00%,USD,1.04,1.04,Keyword
lociones victoria secret originales mayoreo,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",1,1,100.00%,USD,2.85,2.85,Keyword
donde comprar cosmeticos para revender,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],1,2,50.00%,USD,2.06,2.06,Keyword
precios de productos de limpieza a granel,Phrase match (close variant),None,MX - Janitorial,Wholesalers_Phrase,"""mayoristas de artículos de limpieza""",1,1,100.00%,USD,0.31,0.31,Keyword
key germoquat plus,Phrase match (close variant),None,MX - Janitorial,Floor Care_Phrase,"""suministros de limpieza industrial""",1,1,100.00%,USD,1.67,1.67,Keyword
distribuidores de escobas perico,Phrase match,None,MX - Janitorial,Tools_Distributor_Phrase,"""distribuidores de escobas""",1,1,100.00%,USD,2.41,2.41,Keyword
kikko max maquina de cafe,Phrase match (close variant),None,MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",1,1,100.00%,USD,2.07,2.07,Keyword
parrilla electrica industrial,Phrase match (close variant),None,MX - Food,Shop_Phrase,"""tienda de hostelería""",1,4,25.00%,USD,1.25,1.25,Keyword
maquina de hielo de 200 kg,Phrase match (close variant),None,MX - Food,Restaurant_Phrase,"""máquinas de hielo profesionales""",1,1,100.00%,USD,0.87,0.87,Keyword
venta de abarrotes por mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",3,9,33.33%,USD,1.55,4.64,Keyword
vasos para charcuteria,Phrase match (close variant),None,MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",1,5,20.00%,USD,3.54,3.54,Keyword
pollo mayoreo monterrey,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,3,33.33%,USD,1.35,1.35,Keyword
venta de leche en polvo por 25 kilos,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos lácteos""",1,3,33.33%,USD,2.37,2.37,Keyword
proveedores de tazas personalizadas,Phrase match,None,MX - Food,Kitchen Tools_Suppliers_Phrase,"""proveedores tazas""",1,1,100.00%,USD,1.70,1.70,Keyword
maquinas de hielo industrial,Exact match (close variant),None,MX - Food,Restaurant_Phrase,"""máquinas de hielo profesionales""",3,9,33.33%,USD,0.90,2.69,Keyword
distribuidor de café en grano,Phrase match (close variant),None,MX - Food,Food_Suppliers_Phrase,"""proveedores de café""",1,1,100.00%,USD,1.80,1.80,Keyword
donde comprar platos para restaurante,Phrase match (close variant),None,MX - Food,Cultlery_Phrase,"""vajilla profesional""",1,3,33.33%,USD,0.33,0.33,Keyword
distribuidores mayoristas de vinos y licores en méxico,Phrase match (close variant),None,MX - Food,Drinks_Suppliers_Phrase,"""proveedores de licor""",2,2,100.00%,USD,1.24,2.48,Keyword
mesa para cafeteria,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""muebles para cafetería""",2,16,12.50%,USD,1.10,2.19,Keyword
venta de gorras new era por mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,1,100.00%,USD,0.26,0.26,Keyword
cajas para joyeria por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",2,8,25.00%,USD,1.37,2.73,Keyword
venta de sillas y mesas por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",2,13,15.38%,USD,1.13,2.25,Keyword
cosas para revender por mayor,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],1,2,50.00%,USD,0.81,0.81,Keyword
donde puedo comprar desechables por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.63,1.63,Keyword
camisas g5 mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.80,1.80,Keyword
