Keyword status	Keyword	Match type	Campaign	Ad group	Status	Impr.	Clicks	Cost	Final URL
Enabled	proveedor productos amazon	Broad match	MX - Generic AMZ	Generic_Suppliers_Products_Broad	Eligible	151	17	47.49	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_AMZ_1544384915660
Enabled	[compra para empresas amazon]	Exact match	MX - Generic AMZ	Generic_Purchasing_Enterprises_Exact	Eligible	291	110	31.53	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_AMZ_924206902488
Enabled	"""compras al por mayor"""	Phrase match	MX - Generic	Wholesales_Purchasing_Phrase	Limited	"1,444"	197	205.51	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_3068440550
Enabled	[proveedor de productos a granel]	Exact match	MX - Generic	Bulk_Suppliers_Exact	Limited	36	4	6.64	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_835699397985
Enabled	"""productos para empresas"""	Phrase match	MX - Generic	Core_Enterprises_Products_Phrase	Limited	"1,950"	143	326.05	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_382135312247
Enabled	"""suministro distribuidor"""	Phrase match	MX - Generic	Procurement_Suppliers_Phrase	Eligible	"3,881"	345	702.63	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_917134595224
Enabled	"""ventas b2b"""	Phrase match	MX - Generic	B2B_Enterprise_Phrase	Limited	"1,169"	35	216.18	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_48370225780
Enabled	[cerámica al por mayor]	Exact match	MX - Materials	Materials_Wholesales_Pottery_Exact	Limited	18	1	3.09	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_488914755272
Enabled	"""proveedores textiles"""	Phrase match	MX - Materials	Materials_Suppliers_Textiles_Phrase	Limited	634	110	154.34	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_322640662009
Enabled	"""distribuidores de accesorios para mascotas"""	Phrase match	MX - Shops	Shops_Distributors_Pet Shop_Phrase	Limited	114	18	28.39	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_300225731442
Enabled	[proveedores de libros]	Exact match	MX - Shops	Shops_Suppliers_Books Shop_Exact	Limited	28	6	5.91	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_321330306855
Enabled	[venta al por mayor de regalos]	Exact match	MX - Shops	Shops_Wholesales_Gifts_Exact	Eligible	91	10	18.08	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_378348812865
Enabled	"""equipo para talleres"""	Phrase match	MX - Automotive	Generic_Phrase	Eligible	826	56	113	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_358714665528
Enabled	"""al por mayor"""	Phrase match	MX - Generic	Wholesales_Phrase	Limited	"16,754"	"2,073"	3149.98	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_308974756
Enabled	"""comercio al por mayor"""	Phrase match	MX - Generic	Wholesales_Phrase	Limited	393	55	65.88	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1308146022
Enabled	[catálogo de proveedores]	Exact match	MX - Generic	Catalog_Suppliers_Exact	Limited	143	6	30.47	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1091601145810
Enabled	"""productos b2b"""	Phrase match	MX - Generic	B2B_Products_Phrase	Limited	528	28	84.08	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_52828903284
Enabled	"""compras proveedor"""	Phrase match	MX - Generic	Suppliers_Products_Phrase	Limited	"11,550"	"1,212"	1917.29	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1436633094951
Enabled	"""proveedor equipamiento"""	Phrase match	MX - Generic	Suppliers_Products_Phrase	Limited	695	63	175.22	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1436633096311
Enabled	[chucherías al por mayor]	Exact match	MX - Generic	Wholesales_Exact	Limited	322	38	101.18	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_406088227124
Enabled	[venta al por mayor]	Exact match	MX - Generic	Wholesales_Exact	Limited	"1,827"	219	410.81	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_2213550380
Enabled	[utensilios de cocina al por mayor]	Exact match	MX - Food	Food_Wholesale_Exact	Limited	37	3	4.89	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_319477362669
Enabled	amazon compra al por mayor	Broad match	MX - Generic AMZ	Generic_Bulk_Buy_Broad	Limited	515	116	324.77	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_AMZ_817483811710
Enabled	"""proveedores acero"""	Phrase match	MX - Materials	Materials_Suppliers_Metal_Phrase	Eligible	557	46	97.47	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_303092181500
Enabled	"""proveedores de ropa"""	Phrase match	MX - Shops	Shops_Suppliers_Clothing_Phrase	Limited	675	98	76.92	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_308975206
Enabled	"""venta al por mayor de productos para perros"""	Phrase match	MX - Shops	Shops_Wholesales_Pet Shop_Phrase	Limited	10	1	0.5	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_1278218193984
Enabled	"""venta al por mayor de accesorios para mascotas"""	Phrase match	MX - Shops	Shops_Wholesales_Pet Shop_Phrase	Limited	5	1	1.12	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_1358769245207
Enabled	"""venta al por mayor de alimentos para mascotas"""	Phrase match	MX - Shops	Shops_Wholesales_Pet Shop_Phrase	Eligible	"1,070"	170	331.78	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_361735252051
Enabled	"""proveedores de accesorios"""	Phrase match	MX - Shops	Shops_Suppliers_Accessories_Phrase	Limited	297	36	38.87	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_323102912588
Enabled	"""proveedores de accesorios de moda"""	Phrase match	MX - Shops	Shops_Suppliers_Accessories_Phrase	Limited	821	86	208.22	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_403965400519
Enabled	"""equipos para tiendas"""	Phrase match	MX - Shops	Shops_Generic_Phrase	Limited	"2,142"	205	251.71	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_1436622653191
Enabled	"""suministro computadoras"""	Phrase match	MX - Electronics	Computers_Procurement_Phrase	Limited	278	31	61.04	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Electronics_2280235884365
Enabled	"""proyectores para negocios"""	Phrase match	MX - Electronics	Camera_Phrase	Limited	8	4	4.26	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Electronics_1434882115803
Enabled	[escobas industriales]	Exact match	MX - Janitorial	Industrial Chemicals_Exact	Limited	69	3	6.53	https://business.amazon.com.mx/es/cp/janitorial-sanitation?ref=pd_sl_MX_Janitorial_361306095757
Enabled	[productos de limpieza industrial]	Exact match	MX - Janitorial	Industrial Chemicals_Exact	Limited	75	4	5.52	https://business.amazon.com.mx/es/cp/janitorial-sanitation?ref=pd_sl_MX_Janitorial_301552739227
Enabled	[aceite de moto al por mayor]	Exact match	MX - Automotive	Car Care_Wholesale_Exact	Eligible	25	6	10.12	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_893483300571
Enabled	"""muebles para cafetería"""	Phrase match	MX - Food	Furniture_Restaurant_Phrase	Limited	"1,075"	96	128.07	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_339241959744
Enabled	"""sillas de bar"""	Phrase match	MX - Food	Furniture_Restaurant_Phrase	Limited	577	40	84.13	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_1783376910
Enabled	"""mesa de bar"""	Phrase match	MX - Food	Furniture_Restaurant_Phrase	Limited	150	11	17.26	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_1647316722
Enabled	"""mobiliario de restaurante"""	Phrase match	MX - Food	Furniture_Restaurant_Phrase	Limited	"1,288"	128	152.96	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_302336814916
Enabled	[lotes al por mayor]	Exact match	MX - Generic	Wholesales_Exact	Eligible	64	14	29.83	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_388015710924
Enabled	[comprar al por mayor en línea]	Exact match	MX - Generic	Wholesales_Exact	Eligible	905	135	256.98	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_93599731770
Enabled	"""catálogo proveedor"""	Phrase match	MX - Generic	Catalog_Suppliers_Phrase	Limited	248	12	80.23	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1433542334336
Enabled	"""mayorista españa"""	Phrase match	MX - Generic	Core_Wholesalers_Phrase	Limited	"1,593"	191	468.29	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_330903358763
Enabled	"""aprovisionamiento de productos"""	Phrase match	MX - Generic	Procurement_Products_Phrase	Limited	316	10	69.7	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_965220202722
Enabled	"""compras industriales"""	Phrase match	MX - Generic	Purchasing_Commercial Customers_Phrase	Limited	"1,003"	35	153.99	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_372073274377
Enabled	"""suministro de productos"""	Phrase match	MX - Generic	Procurement_Products_Phrase	Limited	"2,317"	179	423.31	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_342223855406
Enabled	"""accesorios comerciales"""	Phrase match	MX - Generic	Enterprises_Phrase	Limited	"1,236"	81	191.89	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_354145361947
Enabled	[mayoreo]	Exact match	MX - Generic	Core_Wholesalers_Exact	Limited	"1,538"	161	227.41	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_297305718368
Enabled	[mayoristas de prendas de vestir]	Exact match	MX - Shops	Shops_Wholesalers_Clothing_Exact	Limited	266	49	49.11	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_874445407675
Enabled	"""distribuidores de regalos al por mayor"""	Phrase match	MX - Shops	Shops_Distributors_Gifts_Phrase	Limited	114	13	22.47	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_543591910032
Enabled	[mayorista de maquillaje]	Exact match	MX - Beauty	Makeup_Wholesale_Exact	Limited	"1,282"	244	377.32	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_321836711988
Enabled	[distribuidores de maquillaje]	Exact match	MX - Beauty	Makeup_Distributors_Exact	Limited	448	84	157.66	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_355415277025
Enabled	"""proveedor de perfume"""	Phrase match	MX - Beauty	Fragrance_Supplier_Phrase	Limited	"3,571"	657	1133.5	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_1180485947758
Enabled	[maquillaje al por mayor]	Exact match	MX - Beauty	Makeup_Wholesale_Exact	Limited	118	9	7.77	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_313325731905
Enabled	"""proveedores leche"""	Phrase match	MX - Food	Drinks_Suppliers_Phrase	Limited	187	22	37.62	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_353682634254
Enabled	"""café al por mayor"""	Phrase match	MX - Food	Food_Wholesale_Phrase	Eligible	121	24	35.65	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_339219002373
Enabled	"""proveedores de licor"""	Phrase match	MX - Food	Drinks_Suppliers_Phrase	Limited	400	52	87.71	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_359555166135
Enabled	[filtros de aceite al por mayor]	Exact match	MX - Automotive	Car Care_Wholesale_Exact	Eligible	5	2	3.29	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_474049645404
Enabled	[aceite de motor al por mayor]	Exact match	MX - Automotive	Car Care_Wholesale_Exact	Eligible	54	13	21.82	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_421200741080
Enabled	[llaveros al por mayor]	Exact match	MX - Automotive	Exterior Accessories_Wholesale_Exact	Eligible	103	15	25.07	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_302004271811
Enabled	"""fiestas al por mayor"""	Phrase match	MX - Celebrations	Bulk_Party_Phrase	Eligible	36	5	8.68	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Celebrations_1458197288074
Enabled	[ropa deportiva al mayoreo]	Exact match	MX - Apparel	Sportwear_Wholesales_Exact	Eligible	57	10	9.41	https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_511884955192
Enabled	"""distribuidores de juguetes"""	Phrase match	MX - Shops	Shops_Distributors_Toys Shop_Phrase	Limited	119	10	14.49	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_22544377182
Enabled	"""mayoristas de accesorios para el cabello"""	Phrase match	MX - Shops	Shops_Wholesalers_Accessories_Phrase	Eligible	75	8	8.49	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_1436622653711
Enabled	"""proveedores al por mayor de accesorios"""	Phrase match	MX - Shops	Shops_Wholesalers_Accessories_Phrase	Limited	18	2	1.44	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_1436622655871
Enabled	"""mayoristas de accesorios de moda"""	Phrase match	MX - Shops	Shops_Wholesalers_Accessories_Phrase	Limited	351	48	47.95	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_325057791041
Enabled	"""tienda b2b"""	Phrase match	MX - Generic	B2B_Marketplace_Phrase	Limited	550	27	116.16	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_354612552470
Enabled	[mayorista mexico]	Exact match	MX - Generic	Core_Wholesalers_Exact	Eligible	541	58	80.98	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_358645687811
Enabled	"""proveedor para empresas"""	Phrase match	MX - Generic	Suppliers_Enterprises_Phrase	Eligible	"2,779"	226	608.63	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_967049612098
Enabled	"""proveedores comerciales"""	Phrase match	MX - Generic	Suppliers_Enterprises_Phrase	Limited	"2,188"	211	488.86	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_11975194548
Enabled	"""comprar mercancías"""	Phrase match	MX - Generic	Purchasing_Products_Phrase	Limited	"3,472"	312	489.96	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_2302719025154
Enabled	"""proveedor b2b"""	Phrase match	MX - Generic	B2B_Suppliers_Phrase	Eligible	"1,015"	44	181.14	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_967049611378
Enabled	"""tienda online para negocios"""	Phrase match	MX - Generic	Enterprises_Shop_Phrase	Limited	"2,744"	108	309.07	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_385509347506
Enabled	"""comprar como negocio"""	Phrase match	MX - Generic	Purchasing_Enterprises_Phrase	Limited	531	58	134.58	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_965220206762
Enabled	"""distribución mayorista"""	Phrase match	MX - Generic	Wholesales_Distributors_Phrase	Limited	839	89	104.96	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_313499021228
Enabled	"""compra para empresa"""	Phrase match	MX - Generic	Purchasing_Enterprises_Phrase	Limited	"1,041"	89	264.02	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_888870541860
Enabled	productos para negocios amazon	Broad match	MX - Generic AMZ	Generic_Enterprises_Products_Broad	Limited	155	22	59.79	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_AMZ_1544384914020
Enabled	"""bombas de combustible"""	Phrase match	MX - Automotive	Performance Accessories_Phrase	Limited	126	14	17.67	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_310624959798
Enabled	[productos de belleza al por mayor]	Exact match	MX - Beauty	Makeup_Wholesale_Exact	Limited	"1,082"	100	217.64	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_43463135893
Enabled	"""equipo de vidrio"""	Phrase match	MX - Materials	Materials_Generic_Glass_Phrase	Eligible	132	18	20.37	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_561862738519
Enabled	"""compra de piedras preciosas"""	Phrase match	MX - Materials	Materials_Purchasing_Gems_Phrase	Limited	19	3	10.12	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_315878492309
Enabled	"""distribuidor comercial"""	Phrase match	MX - Generic	Distributors_Enterprises_Phrase	Limited	"2,549"	207	464.91	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_10106388913
Enabled	"""amazon business"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	"1,602"	220	811.57	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_1802041673_y178941783598
Enabled	"""amazon negocios"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	845	113	924.09	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_887057749151_y178941783598
Enabled	"""amazon negocios mexico"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	157	18	120.42	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_1597597626454_y178941783598
Enabled	"""amazon empresa"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	"10,699"	"1,221"	6347.5	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_318314577262_y178941783598
Enabled	"""distribuidor para industria"""	Phrase match	MX - Generic	Distributors_Enterprises_Phrase	Limited	508	20	62.17	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1436633095191
Enabled	"""amazon para negocios"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	411	97	638.22	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_383030400362_y178941783598
Enabled	"""amazon for business"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	438	39	340.6	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_320496721401_y178941783598
Enabled	"""amazon para empresas"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	"1,366"	200	901.81	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_365259777553_y178941783598
Enabled	[distribuidor comercial]	Exact match	MX - Generic	Distributors_Enterprises_Exact	Limited	98	3	17.27	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1582605894
Enabled	"""amazon business mexico"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	444	63	225.46	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_594484594798_y178941783598
Enabled	"""distribuidor para empresas"""	Phrase match	MX - Generic	Distributors_Enterprises_Phrase	Limited	286	22	61.8	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_965220210362
Enabled	"""amazon empresarial"""	Phrase match	MX - Brand Phrase	Pure_Phrase	Eligible	"3,909"	461	2731.64	https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_Phrase_2414553700543_y178941783598
Enabled	"""distribuidor para negocios"""	Phrase match	MX - Generic	Distributors_Enterprises_Phrase	Limited	"1,310"	147	293.12	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_965220210442
Enabled	"""piezas de transmisión"""	Phrase match	MX - Automotive	Performance Accessories_Phrase	Eligible	52	9	11.54	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_566256282925
Enabled	"""aceite de motor de auto"""	Phrase match	MX - Automotive	Performance Accessories_Phrase	Limited	127	12	15.48	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_869128796534
Enabled	[accesorios para salón de belleza]	Exact match	MX - Beauty	Generic_Cosmetics_Exact	Eligible	16	1	1.29	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_661197389432
Enabled	"""distribuidores de productos para el cabello"""	Phrase match	MX - Beauty	Hair Styling_Distributors_Phrase	Limited	"3,941"	560	1247.86	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_949556707882
Enabled	[bolsas de regalo al por mayor]	Exact match	MX - Celebrations	Bulk_Party_Exact	Eligible	29	4	7.39	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Celebrations_317178554144
Enabled	"""artículos al por mayor"""	Phrase match	MX - Generic	Wholesales_Products_Phrase	Limited	"21,342"	"2,663"	3586.67	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_62592439924
Enabled	"""equipo al por mayor"""	Phrase match	MX - Generic	Wholesales_Products_Phrase	Limited	646	87	214.26	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_965220212322
Enabled	[proveedor para empresas]	Exact match	MX - Generic	Suppliers_Enterprises_Exact	Limited	4	2	7.39	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_834734174371
Enabled	[proveedores para empresas]	Exact match	MX - Generic	Suppliers_Enterprises_Exact	Limited	8	1	2.39	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_751575060403
Enabled	[proveedores para negocios]	Exact match	MX - Generic	Suppliers_Enterprises_Exact	Eligible	384	51	137.66	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_406374697115
Enabled	[accesorios de negocios]	Exact match	MX - Generic	Enterprises_Exact	Limited	43	8	12.26	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_836360655038
Enabled	"""proveedores tazas"""	Phrase match	MX - Food	Kitchen Tools_Suppliers_Phrase	Limited	945	89	158.57	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_405640323353
Enabled	"""proveedores aceite"""	Phrase match	MX - Food	Condiments_Suppliers_Phrase	Limited	280	31	45.8	https://business.amazon.com.mx/es/cp/food-service?ref=pd_sl_MX_Food_848448844221
Enabled	"""artículos de limpieza para autos"""	Phrase match	MX - Automotive	Cleaning_Phrase	Eligible	215	29	37.1	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_949427119885
Enabled	"""proveedor productos"""	Phrase match	MX - Generic	Core_Suppliers_Products_Phrase	Limited	"10,213"	937	1928.8	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_1427251167114
Enabled	[accesorios para negocios]	Exact match	MX - Generic	Enterprises_Exact	Limited	16	2	1.34	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_344629276943
Enabled	"""aprovisionamiento"""	Phrase match	MX - Generic	Procurement_Phrase	Limited	48	1	5.93	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_322568330614
Enabled	"""venta directa al por mayor"""	Phrase match	MX - Generic	Wholesales_Buy_Phrase	Limited	"4,692"	522	852.53	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_967049619298
Enabled	"""tienda al por mayor en línea"""	Phrase match	MX - Generic	Wholesales_Buy_Phrase	Eligible	"19,344"	"2,400"	4487.77	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_194425866762
Enabled	"""productos al por mayor"""	Phrase match	MX - Generic	Core_Wholesales_Products_Phrase	Limited	"6,148"	693	1353.47	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Generic_11858741384
Enabled	"""mayorista de accesorios para mascotas"""	Phrase match	MX - Shops	Shops_Wholesalers_Pet Shop_Phrase	Limited	714	105	269.16	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_332726549685
Enabled	"""proveedores de juguetes"""	Phrase match	MX - Shops	Shops_Suppliers_Toys Shop_Phrase	Limited	13	3	2.55	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_1100613716
Enabled	"""compra de prendas de vestir"""	Phrase match	MX - Shops	Shops_Procurement_Clothing_Phrase	Limited	75	10	10.42	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_1436622650391
Enabled	"""distribuidores de juguetes"""	Phrase match	MX - Shops	Shops_Suppliers_Toys Shop_Phrase	Eligible	831	99	119.38	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_22544377182
Enabled	"""suministros de limpieza al por mayor"""	Phrase match	MX - Janitorial	Bulk_Phrase	Limited	484	45	59.67	https://business.amazon.com.mx/es/cp/janitorial-sanitation?ref=pd_sl_MX_Janitorial_763264938411
Enabled	"""distribuidores de escobas"""	Phrase match	MX - Janitorial	Tools_Distributor_Phrase	Eligible	36	5	11.77	https://business.amazon.com.mx/es/cp/janitorial-sanitation?ref=pd_sl_MX_Janitorial_405267796031
Enabled	"""mayorista de escobas"""	Phrase match	MX - Janitorial	Tools_Wholesale_Phrase	Limited	111	9	13.33	https://business.amazon.com.mx/es/cp/janitorial-sanitation?ref=pd_sl_MX_Janitorial_2279823376785
Enabled	"""mayorista de esponjas"""	Phrase match	MX - Janitorial	Tools_Wholesale_Phrase	Limited	28	4	5.37	https://business.amazon.com.mx/es/cp/janitorial-sanitation?ref=pd_sl_MX_Janitorial_436556937068
Enabled	"""productos de limpieza al por mayor"""	Phrase match	MX - Janitorial	Tools_Wholesale_Phrase	Eligible	301	30	29.21	https://business.amazon.com.mx/es/cp/janitorial-sanitation?ref=pd_sl_MX_Janitorial_299961882931
Enabled	[proveedor de brochas de maquillaje]	Exact match	MX - Beauty	Makeup_Supplier_Exact	Limited	8	1	2.27	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_663091723877
Enabled	[proveedor de maquillaje]	Exact match	MX - Beauty	Makeup_Supplier_Exact	Limited	666	126	265.18	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_304886763785
Enabled	"""mayorista de productos para peluquerías"""	Phrase match	MX - Beauty	Salon & Spa_Wholesale_Phrase	Limited	204	31	54.05	https://business.amazon.com.mx/es/cp/belleza-cuidado-del-cabello?ref=pd_sl_MX_Beauty_2334024459247
Enabled	"""mayoristas de juguetes"""	Phrase match	MX - Shops	Shops_Wholesalers_Toys Shop_Phrase	Limited	648	92	75.65	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_2370034762
Enabled	[productos electrónicos al por mayor]	Exact match	MX - Shops	Shops_Wholesales_Electronics_Exact	Limited	226	37	45.51	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_872821050931
Enabled	"""distribuidores de flores"""	Phrase match	MX - Shops	Shops_Distributors_Florist_Phrase	Limited	198	14	31.15	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_325249080198
Enabled	"""mayoristas de electrónica"""	Phrase match	MX - Shops	Shops_Wholesalers_Electronics_Phrase	Limited	194	30	54.15	https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Shops_382504045662
