Search keyword report
"March 15, 2026 - March 28, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Impr.,Clicks,Cost,CTR,Impr. (Abs. Top) %,Keyword ID,Final URL,Search abs. top IS,Search lost abs. top IS (rank),Search exact match IS,Click share,Quality Score,Quality Score (hist.),Exp. CTR (hist.),Landing page exp. (hist.),Ad relevance (hist.),Base max. CPC,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Enabled,"""computadoras al por mayor""",Phrase match,MX - Electronics,Computers_Wholesale_Phrase,Eligible,,USD,14.60,9,4,2.37,44.44%,22.22%,296023585382,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Electronics_296023585382,< 10%,90.00%,30.00%,27.21%,5,5,Above average,Below average,Below average, --,0.00%,0.00,0.59,0.00
Enabled,[bolsas de regalo al por mayor],Exact match,MX - Celebrations,Bulk_Party_Exact,Eligible,,USD,2.00,15,2,3.44,13.33%,53.33%,317178554144,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Celebrations_317178554144,< 10%,2.90%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.72,0.00
Enabled,"""distribuidores de smartphone""",Phrase match,MX - Electronics,Cell Phones_Distributor_Phrase,Limited,below first page bid,USD,3.47,497,95,148.15,19.11%,59.62%,2283064088821,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Electronics_2283064088821,18.57%,78.23%,32.89%,23.41%, --, --, --, --, --,3.47,0.00%,0.00,1.56,0.00
Enabled,"""equipo de radio profesional""",Phrase match,MX - Electronics,Audio Components_Phrase,Limited,below first page bid,USD,2.01,480,57,117.72,11.88%,61.81%,491727641713,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Electronics_491727641713,< 10%,> 90%, --,< 10%, --, --, --, --, --,2.41,0.00%,0.00,2.07,0.00
Enabled,[Ropa para Mascotas al por Mayor],Exact match,MX - Pets,Apparel_Wholesales_Exact,Limited,below first page bid,USD,2.89,19,3,8.55,15.79%,90.91%,2345188371597,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Pets_2345188371597,28.57%,62.86%,31.43%,39.12%, --, --, --, --, --,2.89,0.00%,0.00,2.85,0.00
Enabled,[Collares Perro al por Mayor],Exact match,MX - Pets,Apparel_Wholesales_Exact,Limited,below first page bid,USD,2.89,2,1,0.49,50.00%,50.00%,2334026428967,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Pets_2334026428967,< 10%,89.47%,10.53%,11.71%, --, --, --, --, --, --,0.00%,0.00,0.49,0.00
Enabled,[Ropa Perro al por Mayor],Exact match,MX - Pets,Apparel_Wholesales_Exact,Limited,below first page bid,USD,2.01,12,1,1.99,8.33%,50.00%,2345188371517,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Pets_2345188371517,11.76%,85.29%,23.53%,15.64%, --, --, --, --, --,0.47,0.00%,0.00,1.99,0.00
Enabled,"""proveedores acero""",Phrase match,MX - Materials,Materials_Suppliers_Metal_Phrase,Eligible,,USD,2.41,345,32,71.77,9.28%,65.48%,303092181500,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_303092181500,< 10%,50.85%,25.00%,< 10%, --, --, --, --, --, --,0.00%,0.00,2.24,0.00
Enabled,"""proveedores textiles""",Phrase match,MX - Materials,Materials_Suppliers_Textiles_Phrase,Limited,below first page bid,USD,1.67,308,61,84.83,19.81%,52.85%,322640662009,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_322640662009,< 10%,47.91%,< 10%,< 10%,3,3,Average,Below average,Below average, --,0.00%,0.00,1.39,0.00
Enabled,"""equipo de vidrio""",Phrase match,MX - Materials,Materials_Generic_Glass_Phrase,Eligible,,USD,0.76,11,1,0.53,9.09%,60.00%,561862738519,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Materials_561862738519,< 10%,53.54%, --,< 10%, --, --, --, --, --, --,0.00%,0.00,0.53,0.00
Enabled,"""bolsas de tela al por mayor""",Phrase match,MX - Apparel,Accessories_Wholesales_Phrase,Limited,below first page bid,USD,2.01,237,31,39.46,13.08%,55.90%,304092014591,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_304092014591,10.71%,88.11%,23.44%,19.31%, --, --, --, --, --,2.01,0.00%,0.00,1.27,0.00
Enabled,"""bisutería al por mayor""",Phrase match,MX - Apparel,Accessories_Wholesales_Phrase,Limited,below first page bid,USD,1.10,1,1,0.56,100.00%,100.00%,295369504293,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_295369504293,< 10%,> 90%,< 10%,< 10%, --, --, --, --, --,0.76,0.00%,0.00,0.56,0.00
Enabled,"""ropa por mayoreo""",Phrase match,MX - Apparel,Clothing_Phrase,Limited,below first page bid,USD,1.67,"3,771",509,430.69,13.50%,57.86%,4399899690,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_4399899690,< 10%,88.59%,< 10%,11.62%, --, --, --, --, --,1.32,0.00%,0.00,0.85,0.00
Enabled,"""comprar ropa para vender""",Phrase match,MX - Apparel,Clothing_Phrase,Limited,below first page bid,USD,1.40,"1,659",243,257.99,14.65%,63.75%,12608233118,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_12608233118,10.50%,89.18%,34.97%,13.58%, --, --, --, --, --,1.40,0.00%,0.00,1.06,0.00
Enabled,"""ropa de marca""",Phrase match,MX - Apparel,Clothing_Phrase,Limited,below first page bid,USD,1.67,115,21,25.22,18.26%,73.20%,1224114093,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_1224114093,14.70%,84.27%,19.51%,24.77%, --, --, --, --, --,1.67,0.00%,0.00,1.20,0.00
Enabled,[ropa mayoreo],Exact match,MX - Apparel,Clothing_Exact,Limited,below first page bid,USD,1.67,38,2,1.35,5.26%,58.82%,298722302134,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_298722302134,< 10%,> 90%,11.89%,10.19%,5,5,Above average,Below average,Below average,0.92,0.00%,0.00,0.68,0.00
Enabled,[mayoristas de ropa de mujer],Exact match,MX - Apparel,Clothing_Exact,Limited,below first page bid,USD,1.58,21,1,1.25,4.76%,66.67%,298577156788,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_298577156788,16.67%,83.33%,25.00%,16.71%, --, --, --, --, --,1.10,0.00%,0.00,1.25,0.00
Enabled,[comprar ropa al por mayor],Exact match,MX - Apparel,Clothing_Exact,Limited,below first page bid,USD,0.15,75,11,12.99,14.67%,50.00%,2859186988,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_2859186988,20.65%,76.13%,41.29%,27.66%,5,5,Above average,Below average,Below average,0.09,0.00%,0.00,1.18,0.00
Enabled,[ropa para vender por mayoreo],Exact match,MX - Apparel,Clothing_Exact,Limited,below first page bid,USD,4.16,105,21,28.51,20.00%,56.98%,298722302614,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_298722302614,20.33%,76.42%,35.37%,21.85%, --, --, --, --, --,0.31,0.00%,0.00,1.36,0.00
Enabled,"""chalecos al por mayor""",Phrase match,MX - Apparel,Tops_Wholesales_Phrase,Limited,below first page bid,USD,2.08,37,5,18.76,13.51%,60.71%,47623259989,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_47623259989,19.57%,80.43%,46.15%,20.40%, --, --, --, --, --,1.67,0.00%,0.00,3.75,0.00
Enabled,"""comprar sudaderas al por mayor""",Phrase match,MX - Apparel,Tops_Wholesales_Phrase,Limited,below first page bid,USD,2.89,83,8,11.69,9.64%,56.90%,324752124659,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_324752124659,13.93%,84.43%, --,21.61%, --, --, --, --, --,2.01,0.00%,0.00,1.46,0.00
Enabled,"""camisetas para hombre al por mayor""",Phrase match,MX - Apparel,Tops Men_Wholesales_Phrase,Limited,below first page bid,USD,0.73,26,6,7.13,23.08%,76.92%,355076214854,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_355076214854,24.69%,75.31%, --,32.51%, --, --, --, --, --,0.44,0.00%,0.00,1.19,0.00
Enabled,[ropa por mayoreo],Exact match,MX - Apparel,Clothing_Exact,Limited,below first page bid,USD,1.40,92,18,14.63,19.57%,44.44%,298722302814,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_298722302814,< 10%,> 90%,14.34%,11.97%,5,5,Above average,Below average,Below average,0.64,0.00%,0.00,0.81,0.00
Enabled,"""distribuidores de chanclas""",Phrase match,MX - Apparel,Shoes_Distributor_Phrase,Limited,below first page bid,USD,0.92,5,2,1.06,40.00%,40.00%,405253596445,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_405253596445,< 10%,> 90%, --,10.49%, --, --, --, --, --,0.64,0.00%,0.00,0.53,0.00
Enabled,[pañales al por mayor],Exact match,MX - Apparel,Underwear Baby_Wholesales_Exact,Limited,below first page bid,USD,2.89,6,1,2.79,16.67%,50.00%,303368942606,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_303368942606,< 10%,> 90%,< 10%,< 10%, --, --, --, --, --,3.47,0.00%,0.00,2.79,0.00
Enabled,"""distribuidores de camisetas""",Phrase match,MX - Apparel,Tops_Distributor_Phrase,Limited,below first page bid,USD,2.41,502,52,93.15,10.36%,65.68%,320415103636,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_320415103636,14.50%,83.22%,< 10%,19.79%, --, --, --, --, --,2.01,0.00%,0.00,1.79,0.00
Enabled,"""distribuidores de sudaderas""",Phrase match,MX - Apparel,Tops_Distributor_Phrase,Limited,below first page bid,USD,2.01,179,25,40.87,13.97%,61.11%,1458190053594,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_1458190053594,18.51%,80.77%,50.00%,22.52%, --, --, --, --, --,2.01,0.00%,0.00,1.63,0.00
Enabled,"""gafas de sol al por mayor""",Phrase match,MX - Apparel,Eyewear_Wholesales_Phrase,Limited,below first page bid,USD,0.26,23,2,1.61,8.70%,45.45%,303347688851,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_303347688851,< 10%,> 90%,24.32%,14.87%, --, --, --, --, --,0.76,0.00%,0.00,0.81,0.00
Enabled,[distribuidores de gorras],Exact match,MX - Apparel,Accessories_Distributor_Exact,Limited,below first page bid,USD,1.16,116,29,24.50,25.00%,66.04%,356412768656,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_356412768656,16.63%,82.68%,24.94%,20.15%,5,5,Above average,Below average,Below average,1.16,0.00%,0.00,0.84,0.00
Enabled,[ropa deportiva al mayoreo],Exact match,MX - Apparel,Sportwear_Wholesales_Exact,Eligible,,USD,2.89,27,4,4.01,14.81%,74.07%,511884955192,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_511884955192,14.08%,85.92%,19.01%,11.97%,5,5,Above average,Below average,Below average,2.01,0.00%,0.00,1.00,0.00
Enabled,[comprar sudaderas al por mayor],Exact match,MX - Apparel,Tops_Wholesales_Exact,Limited,below first page bid,USD,3.47,121,23,46.16,19.01%,71.57%,298841661275,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_298841661275,24.26%,75.74%,33.77%,28.35%,5,5,Above average,Below average,Below average,0.28,0.00%,0.00,2.01,0.00
Enabled,"""fiesta al por mayor""",Phrase match,MX - Apparel,Dresses_Wholesales_Phrase,Limited,below first page bid,USD,1.10,38,4,3.73,10.53%,72.22%,900062885945,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_900062885945,< 10%,> 90%,< 10%,< 10%, --, --, --, --, --,1.10,0.00%,0.00,0.93,0.00
Enabled,"""ropa deportiva al por mayor""",Phrase match,MX - Apparel,Sportwear_Wholesales_Phrase,Limited,below first page bid,USD,2.41,"1,524",208,344.62,13.65%,69.53%,20005283264,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_20005283264,18.56%,79.38%,32.20%,19.94%, --, --, --, --, --,2.41,0.00%,0.00,1.66,0.00
Enabled,[distribuidores de ropa interior masculina],Exact match,MX - Apparel,Underwear Men_Distributor_Exact,Limited,below first page bid,USD,4.71,5,1,1.54,20.00%,100.00%,897647696326,https://business.amazon.com.mx/es/cp/ropa-de-trabajo?ref=pd_sl_MX_Apparel_897647696326,66.67%,33.33%,66.67%,42.73%, --, --, --, --, --,0.31,0.00%,0.00,1.54,0.00
Enabled,"""llaveros al por mayor""",Phrase match,MX - Automotive,Exterior Accessories_Wholesale_Phrase,Eligible,,USD,1.31,61,9,11.57,14.75%,60.66%,295313563667,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_295313563667,< 10%,14.13%, --,< 10%, --, --, --, --, --, --,0.00%,0.00,1.29,0.00
Enabled,"""proveedores de piezas de camiones""",Phrase match,MX - Automotive,Suppliers_Phrase,Eligible,,USD,1.31,285,36,46.13,12.63%,78.52%,1435731961090,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_1435731961090,< 10%,17.70%, --,< 10%, --, --, --, --, --, --,0.00%,0.00,1.28,0.00
Enabled,"""bombas de combustible""",Phrase match,MX - Automotive,Performance Accessories_Phrase,Limited,below first page bid,USD,1.31,42,6,7.62,14.29%,59.52%,310624959798,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_310624959798,< 10%,18.40%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.27,0.00
Enabled,"""piezas de transmisión""",Phrase match,MX - Automotive,Performance Accessories_Phrase,Eligible,,USD,1.31,9,2,2.59,22.22%,66.67%,566256282925,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_566256282925,< 10%,19.96%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.30,0.00
Enabled,"""aceite de motor de auto""",Phrase match,MX - Automotive,Performance Accessories_Phrase,Limited,below first page bid,USD,1.31,50,4,5.24,8.00%,78.00%,869128796534,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_869128796534,< 10%,17.68%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.31,0.00
Enabled,"""artículos para automóviles""",Phrase match,MX - Automotive,Supply_Phrase,Eligible,,USD,1.39,35,8,11.03,22.86%,79.41%,1435731954650,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_1435731954650,< 10%,13.22%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.38,0.00
Enabled,"""artículos para vehículos""",Phrase match,MX - Automotive,Supply_Phrase,Eligible,,USD,1.31,102,23,29.85,22.55%,61.00%,1435731954930,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_1435731954930,< 10%,15.59%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.30,0.00
Enabled,"""máquina cambiar neumáticos""",Phrase match,MX - Automotive,Tools_Phrase,Limited,below first page bid,USD,1.31,24,2,2.57,8.33%,75.00%,1437786266141,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_1437786266141,< 10%,18.17%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.29,0.00
Enabled,"""bujías coche""",Phrase match,MX - Automotive,Tools_Phrase,Limited,below first page bid,USD,1.31,70,14,17.86,20.00%,82.81%,1437786258381,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_1437786258381,< 10%,18.04%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.28,0.00
Enabled,[llaveros al por mayor],Exact match,MX - Automotive,Exterior Accessories_Wholesale_Exact,Eligible,,USD,1.70,55,8,13.49,14.55%,77.78%,302004271811,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_302004271811,< 10%,9.32%,11.65%,10.30%,4,4,Average,Below average,Average, --,0.00%,0.00,1.69,0.00
Enabled,[filtros de aceite al por mayor],Exact match,MX - Automotive,Car Care_Wholesale_Exact,Eligible,,USD,1.70,3,2,3.29,66.67%,66.67%,474049645404,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_474049645404,< 10%,11.54%,11.54%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.65,0.00
Enabled,[aceite de moto al por mayor],Exact match,MX - Automotive,Car Care_Wholesale_Exact,Eligible,,USD,1.70,15,3,5.07,20.00%,86.67%,893483300571,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_893483300571,10.24%,10.24%,11.81%,11.93%, --, --, --, --, --, --,0.00%,0.00,1.69,0.00
Enabled,[aceite de motor al por mayor],Exact match,MX - Automotive,Car Care_Wholesale_Exact,Eligible,,USD,1.70,24,4,6.73,16.67%,91.67%,421200741080,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_421200741080,11.52%,6.81%,12.57%,10.72%, --, --, --, --, --, --,0.00%,0.00,1.68,0.00
Enabled,"""equipo para talleres""",Phrase match,MX - Automotive,Generic_Phrase,Eligible,,USD,2.09,444,28,57.49,6.31%,80.68%,358714665528,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_358714665528,< 10%,16.39%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,2.05,0.00
Enabled,[artículos de limpieza para autos],Exact match,MX - Automotive,Cleaning_Exact,Eligible,,USD,1.31,7,2,2.56,28.57%,85.71%,768952948290,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_768952948290,< 10%,17.31%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.28,0.00
Enabled,"""comprar accesorios para automóviles""",Phrase match,MX - Automotive,Purchasing_Phrase,Eligible,,USD,1.31,29,5,6.45,17.24%,72.41%,1222113232720,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_1222113232720,< 10%,17.48%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.29,0.00
Enabled,"""comprar accesorios para camiones""",Phrase match,MX - Automotive,Purchasing_Phrase,Eligible,,USD,1.39,373,45,61.11,12.06%,81.40%,356191644206,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_356191644206,< 10%,17.57%,< 10%,< 10%, --, --, --, --, --, --,0.00%,0.00,1.36,0.00
Enabled,"""artículos de limpieza para autos""",Phrase match,MX - Automotive,Cleaning_Phrase,Eligible,,USD,1.31,92,13,16.62,14.13%,84.78%,949427119885,https://business.amazon.com.mx/es/cp/selection?ref=pd_sl_MX_Automotive_949427119885,< 10%,16.62%, --,< 10%, --, --, --, --, --, --,0.00%,0.00,1.28,0.00
Enabled,[crear cuenta amazon business],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,70,24,29.91,34.29%,97.30%,384598718396,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_384598718396,97.30%,2.70%,100.00%,84.72%,10,10,Above average,Above average,Above average, --,0.00%,0.00,1.25,0.00
Enabled,[cuenta de empresa en amazon],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,57,13,52.37,22.81%,100.00%,1365141392868,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_1365141392868,100.00%,0.00%,100.00%,90.94%,10,10,Above average,Above average,Above average, --,0.00%,0.00,4.03,0.00
Enabled,[crear cuenta empresa amazon],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,36,10,24.93,27.78%,100.00%,865296889109,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_865296889109,100.00%,0.00%,100.00%,87.22%,9,9,Above average,Above average,Average, --,0.00%,0.00,2.49,0.00
Enabled,[registrar amazon business],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,21,8,21.90,38.10%,100.00%,462230296231,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_462230296231,100.00%,0.00%,100.00%,81.91%, --,9,Above average,Above average,Average, --,0.00%,0.00,2.74,0.00
Enabled,[cuenta amazon business],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,63,20,8.79,31.75%,100.00%,384598718836,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_384598718836,100.00%,0.00%,100.00%,84.15%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.44,0.00
Enabled,[abrir cuenta amazon business],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,15,3,5.93,20.00%,100.00%,462230291191,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_462230291191,100.00%,0.00%,100.00%,89.46%,9,9,Above average,Above average,Average, --,0.00%,0.00,1.98,0.00
Enabled,[cuenta de amazon business],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,31,6,5.37,19.35%,100.00%,437560317967,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_437560317967,100.00%,0.00%,100.00%,91.51%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.90,0.00
Enabled,[cuenta de empresa de amazon],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,25,5,9.68,20.00%,100.00%,1365141392828,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_1365141392828,100.00%,0.00%,100.00%,88.53%, --, --, --, --, --, --,0.00%,0.00,1.94,0.00
Enabled,[cuenta de negocios de amazon],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,23,2,3.08,8.70%,100.00%,2280623220708,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_2280623220708,100.00%,0.00%,100.00%,84.63%,10,10,Above average,Above average,Above average, --,0.00%,0.00,1.54,0.00
Enabled,[amazon business cuenta],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,28,8,18.71,28.57%,100.00%,384598714996,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_384598714996,100.00%,0.00%,100.00%,93.82%,10,10,Above average,Above average,Above average, --,0.00%,0.00,2.34,0.00
Enabled,[crear una cuenta business en amazon],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,22,9,33.32,40.91%,100.00%,1365141392388,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_1365141392388,100.00%,0.00%,100.00%,66.76%, --, --, --, --, --, --,0.00%,0.00,3.70,0.00
Enabled,[amazon business account],Exact match,MX - Brand Exact,Account_Exact,Eligible,,USD, --,81,22,29.39,27.16%,97.50%,5343911069,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_5343911069,88.64%,11.36%,93.18%,88.59%,10,10,Above average,Above average,Above average, --,0.00%,0.00,1.34,0.00
Enabled,[amazon business entrar],Exact match,MX - Brand Exact,Login_Exact,Eligible,,USD, --,31,14,5.13,45.16%,100.00%,885941526858,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_885941526858,100.00%,0.00%,100.00%,87.15%, --, --, --, --, --, --,0.00%,0.00,0.37,0.00
Enabled,[amazon business prime login],Exact match,MX - Brand Exact,Prime_Exact,Eligible,,USD, --,47,19,8.10,40.43%,96.15%,381759533191,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_381759533191,96.15%,3.85%,100.00%,89.45%, --, --, --, --, --, --,0.00%,0.00,0.43,0.00
Enabled,[amazon business méxico],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,47,17,7.67,36.17%,95.83%,931232704458,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_931232704458,95.83%,4.17%,100.00%,91.67%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.45,0.00
Enabled,[amazon empresa],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,76,1,9.04,1.32%,95.00%,343908679868,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_343908679868,86.36%,13.64%,90.91%,88.25%,7,7,Above average,Below average,Above average, --,0.00%,0.00,9.04,0.00
Enabled,[negocio amazon],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,28,3,8.19,10.71%,100.00%,903790916862,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_903790916862,65.00%,35.00%,85.00%,58.43%,3,3,Below average,Below average,Above average, --,0.00%,0.00,2.73,0.00
Enabled,[amazon para negocios],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,39,15,13.76,38.46%,100.00%,384598716236,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_384598716236,95.65%,4.35%,95.65%,82.51%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.92,0.00
Enabled,[amazon empresarial],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,70,22,6.05,31.43%,100.00%,1120324833096,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_1120324833096,100.00%,0.00%,100.00%,85.13%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.27,0.00
Enabled,[amazon negocios mexico],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,65,25,23.44,38.46%,96.97%,973876761991,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_973876761991,96.97%,3.03%,100.00%,95.43%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.94,0.00
Enabled,[amazon negocios],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,143,64,13.27,44.76%,98.61%,819153066861,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_819153066861,97.26%,2.74%,73.47%,85.42%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.21,0.00
Enabled,[amazon business],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,"10,793","4,511",976.77,41.80%,98.61%,2938077214,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_2938077214,98.30%,1.70%,99.69%,81.71%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.22,0.00
Enabled,[amazon business mexico],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,"1,208",510,71.64,42.22%,97.40%,594484613038,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_594484613038,96.63%,3.37%,99.20%,81.36%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.14,0.00
Enabled,[business amazon],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,148,69,9.09,46.62%,97.37%,5033848589,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_5033848589,96.15%,3.85%,98.72%,84.66%,10,10,Above average,Above average,Above average, --,0.00%,0.00,0.13,0.00
Enabled,[amazon para empresas],Exact match,MX - Brand Exact,Pure_Exact,Eligible,,USD, --,30,7,9.65,23.33%,100.00%,362734969870,https://www.amazon.com.mx/business/register/org/landing?ref_=pd_sl_MX_Brand_362734969870,100.00%,0.00%,100.00%,87.15%,10,10,Above average,Above average,Above average, --,0.00%,0.00,1.38,0.00
