Search keyword report
"March 15, 2026 - March 28, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Impr.,Clicks,Cost,CTR,Avg. CPC,Base max. CPC
Enabled,"""wholesale bakers""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,Limited,below first page bid,USD,1.58,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_298294342228_y173370688530,23,4,12.12,17.39%,3.03, --
Enabled,"""foodstuffs wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,Limited,below first page bid,USD,1.90,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1870721568950_y173370688530,14,4,14.02,28.57%,3.51, --
Enabled,"""drinks wholesale market""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,Limited,below first page bid,USD,2.73,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_2269516802760_y173370688530,144,27,153.42,18.75%,5.68, --
Enabled,"""canned food wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,Eligible,,USD,7.17,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_304377824761_y173370688530,37,4,18.74,10.81%,4.69, --
Enabled,"""ingredients wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,Limited,below first page bid,USD,3.60,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_510213213832_y173370688530,189,9,29.27,4.76%,3.25, --
Enabled,"""bulk oils""",Phrase match,AU_Generic_P-V_Food,Condiments_Bulk_Phrase,Eligible,,USD,4.99,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_330368993924_y173370683730,128,18,61.80,14.06%,3.43, --
Enabled,[bulk water glasses],Exact match,AU_Generic_P-V_Food,Glassware_Bulk_Exact,Limited,below first page bid,USD,3.27,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_299842104689_x173370678930,5,1,3.92,20.00%,3.92, --
Enabled,"""wholesale vinegars""",Phrase match,AU_Generic_P-V_Food,Condiments_Wholesale_Phrase,Limited,below first page bid,USD,1.90,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_304839387509_y173370683930,23,1,6.07,4.35%,6.07, --
Enabled,[cake boxes wholesalers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesalers_Exact,Limited,below first page bid,USD,1.58,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_863073357293_x173370679090,8,3,6.29,37.50%,2.10, --
Enabled,"""wholesale foodstuffs""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,Limited,below first page bid,USD,0.10,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1389944431582_y173370688530,345,22,126.31,6.38%,5.74, --
Enabled,"""salt wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,Limited,below first page bid,USD,0.96,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_303685317331_y173370688530,30,3,8.42,10.00%,2.81, --
Enabled,"""vodka suppliers""",Phrase match,AU_Generic_P-V_Food,Drinks_Suppliers_Phrase,Eligible,,USD,6.78,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_367198355950_y173370684930,1,1,2.73,100.00%,2.73, --
Enabled,[bulk computer parts],Exact match,AU_Generic_P-V_Electronics,Computers_Bulk_Exact,Limited,low quality,USD,3.27,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_ele_308771912158_x179165232178,3,1,3.94,33.33%,3.94,4.71
Enabled,"""wholesale mobile phone""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Wholesale_Phrase,Limited,below first page bid,USD,3.85,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_140787690_y184975937184#comp,33,4,28.82,12.12%,7.20,3.47
Enabled,[bulk laptops],Exact match,AU_Generic_P-V_Electronics,Computers_Bulk_Exact,Limited,low quality,USD,7.17,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_ele_296130027293_x179165232178,24,4,27.09,16.67%,6.77,7.17
Enabled,"""professional amplifiers""",Phrase match,AU_Generic_P-V_Electronics,Power_Phrase,Limited,below first page bid,USD,7.60,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_304047338384_y184975938184#comp,125,4,23.08,3.20%,5.77,7.17
Enabled,"""bulk laundry""",Phrase match,AU_Generic_P-V_Food,Linens_Bulk_Phrase,Limited,below first page bid,USD,2.73,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_3468758987_y173370686570,27,4,9.91,14.81%,2.48, --
Enabled,"""bulk cake boxes""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,Eligible,,USD,6.78,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_4371838817_y173370686130,20,5,18.20,25.00%,3.64, --
Enabled,[commercial cake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Exact,Limited,below first page bid,USD,6.78,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_343383864948_x173370677250,92,13,46.16,14.13%,3.55, --
Enabled,[commercial take out containers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Exact,Limited,low quality,USD,3.27,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_311978593906_x173370677250,170,15,42.74,8.82%,2.85, --
Enabled,[commercial ice cream machine],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Exact,Limited,low quality,USD,3.27,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_662041249_x173370677250,7,1,3.02,14.29%,3.02, --
Enabled,"""bulk take out boxes""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,Limited,below first page bid,USD,4.16,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_354992663947_y173370686130,362,47,206.10,12.98%,4.39, --
Enabled,[wholesale computer parts],Exact match,AU_Generic_P-V_Electronics,Computers_Wholesale_Exact,Limited,low quality,USD,6.78,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_16324490_x179165230738#comp,2,1,4.03,50.00%,4.03,1.32
Enabled,"""cell phone for business""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Phrase,Limited,below first page bid,USD,7.17,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_300807333054_y184975936944#comp,105,6,30.82,5.71%,5.14,7.17
Enabled,"""bulk cups""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,Limited,below first page bid,USD,0.10,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_312588111050_y173370686130,343,38,206.79,11.08%,5.44, --
Enabled,"""bulk take out containers""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,Limited,below first page bid,USD,2.28,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_324495143897_y173370686130,30,3,14.60,10.00%,4.87, --
Enabled,[foods wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,Limited,below first page bid,USD,1.32,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_866179338217_x173370677210,34,3,19.86,8.82%,6.62, --
Enabled,[pasta wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,Limited,below first page bid,USD,1.32,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_349550046924_x173370677210,20,3,8.66,15.00%,2.89, --
Enabled,"""bulk cupcake boxes""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,Limited,below first page bid,USD,0.81,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_4874517557_y173370686130,24,3,25.13,12.50%,8.38, --
Enabled,[chocolate wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,Eligible,,USD,4.16,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_369768693007_x173370677210,50,8,28.56,16.00%,3.57, --
Enabled,[bulk noodles],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,low quality,USD,2.73,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_315243585790_x173370681730,11,1,2.79,9.09%,2.79, --
Enabled,"""bulk buy sweets""",Phrase match,AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Limited,below first page bid,USD,0.53,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_3454124304_y173370688050,247,32,135.76,12.96%,4.24, --
Enabled,"""christmas decorations wholesalers""",Phrase match,AU_Generic_P-V_Celebrations,Christmas_Wholesale_Phrase,Eligible,,USD,7.17,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_339325864204_y183739365772,40,2,15.79,5.00%,7.90, --
Enabled,"""party accessories suppliers""",Phrase match,AU_Generic_P-V_Celebrations,Party_Suppliers_Phrase,Limited,below first page bid,USD,2.89,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_318299268695_y183739365972,82,5,53.00,6.10%,10.60, --
Enabled,"""party decorations suppliers""",Phrase match,AU_Generic_P-V_Celebrations,Party_Suppliers_Phrase,Limited,below first page bid,USD,7.17,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_510211709192_y183739365972,52,5,42.67,9.62%,8.53, --
Enabled,"""party suppliers""",Phrase match,AU_Generic_P-V_Celebrations,Party_Suppliers_Phrase,Limited,below first page bid,USD,0.15,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_32368290_y183739365972,5,1,5.24,20.00%,5.24, --
Enabled,[bulk christmas decorations],Exact match,AU_Generic_P-V_Celebrations,Christmas_Bulk_Exact,Limited,low quality,USD,0.10,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_539019759_x175435638142,3,1,3.88,33.33%,3.88, --
Enabled,[dog treats suppliers],Exact match,AU_Generic_P-V_Pets,Food_Suppliers_Exact,Eligible,,USD,4.71,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_pets_612955826352_x178140473437,2,1,1.61,50.00%,1.61, --
Enabled,[party decorations products],Exact match,AU_Generic_P-V_Celebrations,Party_Decorations_Exact,Limited,below first page bid,USD,4.99,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_892568249927_x175435637902,25,3,14.39,12.00%,4.80, --
Enabled,[gift bags bulk],Exact match,AU_Generic_P-V_Celebrations,Generic_Bulk_Exact,Limited,below first page bid,USD,3.27,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_747860410_x175435637702,22,1,5.70,4.55%,5.70, --
Enabled,"""wholesale event supplies""",Phrase match,AU_Generic_P-V_Celebrations,Wholesale_Phrase,Limited,below first page bid,USD,4.99,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_296882768326_y183739365252,110,12,67.85,10.91%,5.65, --
Enabled,"""wholesale occasion""",Phrase match,AU_Generic_P-V_Celebrations,Wholesale_Phrase,Limited,below first page bid,USD,6.78,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_1437368787551_y183739365252,17,1,2.05,5.88%,2.05, --
Enabled,[party suppliers],Exact match,AU_Generic_P-V_Celebrations,Party_Suppliers_Exact,Limited,low quality,USD,5.98,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_101735944_x175435639102,22,2,23.26,9.09%,11.63, --
Enabled,"""event distributors""",Phrase match,AU_Generic_P-V_Celebrations,Distributors_Phrase,Limited,below first page bid,USD,0.53,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_1437368786111_y183739365732,4,1,1.40,25.00%,1.40, --
Enabled,"""bulk party decorations""",Phrase match,AU_Generic_P-V_Celebrations,Party_Bulk_Phrase,Limited,below first page bid,USD,3.96,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_169094804_y183739365532,75,4,15.39,5.33%,3.85, --
Enabled,"""bulk party bags""",Phrase match,AU_Generic_P-V_Celebrations,Party_Bulk_Phrase,Limited,below first page bid,USD,7.28,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_2209770369_y183739365532,66,6,29.09,9.09%,4.85, --
Enabled,"""bulk party""",Phrase match,AU_Generic_P-V_Celebrations,Party_Bulk_Phrase,Limited,below first page bid,USD,7.17,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_714057231_y183739365532,141,14,78.63,9.93%,5.62, --
Enabled,[bulk coffee],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Eligible,,USD,4.16,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_17662522_x173370681730,4,1,3.10,25.00%,3.10, --
Enabled,"""bulk easter sweets""",Phrase match,AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Eligible,,USD,4.16,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_1967647928055_y173370688050,111,15,63.06,13.51%,4.20, --
Enabled,[bulk boxed chocolate],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,below first page bid,USD,2.89,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_843607326929_x173370681730,41,6,15.20,14.63%,2.53, --
Enabled,[wholesale dinnerware sets],Exact match,AU_Generic_P-V_Food,Cultlery_Wholesale_Exact,Eligible,,USD,7.51,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_298435683315_x173370678850,10,3,17.72,30.00%,5.91, --
Enabled,"""bulk pots""",Phrase match,AU_Generic_P-V_Food,Cookware_Bulk_Phrase,Limited,below first page bid,USD,7.17,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_302643400276_y173370683970,74,4,15.39,5.41%,3.85, --
Enabled,[bulk baking supplies],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,below first page bid,USD,2.41,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_305555717700_x173370681730,18,3,19.33,16.67%,6.44, --
Enabled,"""bulk buy easter eggs""",Phrase match,AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Limited,below first page bid,USD,7.42,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_331727639673_y173370688050,13,3,24.14,23.08%,8.05, --
Enabled,[bulk chocolate],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,below first page bid,USD,0.92,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_302994240_x173370681730,61,8,30.66,13.11%,3.83, --
Enabled,"""sugar sellers""",Phrase match,AU_Generic_P-V_Food,Food_Sellers_Phrase,Eligible,,USD,2.08,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_296048756130_y173370685370,144,9,40.44,6.25%,4.49, --
Enabled,[bulk pasta],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,below first page bid,USD,3.47,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_3798953375_x173370681730,15,2,4.35,13.33%,2.18, --
Enabled,"""commercial trays""",Phrase match,AU_Generic_P-V_Food,Plates_Phrase,Limited,below first page bid,USD,1.29,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_401029832157_y173370687250,238,16,69.92,6.72%,4.37, --
Enabled,"""commercial computers""",Phrase match,AU_Generic_P-V_Electronics,Computers_Phrase,Limited,below first page bid,USD,3.47,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_339845951706_y184975937264#comp,18,1,4.03,5.56%,4.03,3.47
Enabled,[bulk canned food],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,below first page bid,USD,0.11,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_4961105445_x173370681730,47,9,63.31,19.15%,7.03, --
Enabled,[bulk rice],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,low quality,USD,1.90,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_1794615004_x173370681730,41,3,7.84,7.32%,2.61, --
Enabled,"""laptops for business""",Phrase match,AU_Generic_P-V_Electronics,Computers_Phrase,Limited,below first page bid,USD,4.99,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_2831806681_y184975937264#comp,636,22,98.18,3.46%,4.46,4.99
Enabled,[bulk snacks],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Eligible,,USD,2.01,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_599030080_x173370681730,16,1,1.58,6.25%,1.58, --
Enabled,"""bulk pans""",Phrase match,AU_Generic_P-V_Food,Cookware_Bulk_Phrase,Eligible,,USD,4.71,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_508541296220_y173370683970,19,1,5.61,5.26%,5.61, --
Enabled,"""computers for business""",Phrase match,AU_Generic_P-V_Electronics,Computers_Phrase,Limited,below first page bid,USD,5.98,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_489873148512_y184975937264#comp,"1,216",45,252.07,3.70%,5.60,5.98
Enabled,"""wholesale glassware""",Phrase match,AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,Eligible,,USD,7.17,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_299990629803_y173370684650,363,44,245.98,12.12%,5.59, --
Enabled,"""buy bulk sweets""",Phrase match,AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Eligible,,USD,4.16,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_295679152696_y173370688050,"1,167",126,454.58,10.80%,3.61, --
Enabled,[bulk sugar],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,below first page bid,USD,2.28,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_303237332534_x173370681730,10,1,2.42,10.00%,2.42, --
Enabled,[bulk buy food],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,below first page bid,USD,1.03,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_493638552432_x173370681730,64,7,9.76,10.94%,1.39, --
Enabled,[bulk foods],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Eligible,,USD,1.10,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_300125610198_x173370681730,12,2,3.16,16.67%,1.58, --
Enabled,[bulk cornflakes],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,low quality,USD,4.16,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_865512182796_x173370681730,3,1,4.00,33.33%,4.00, --
Enabled,[bulk drinks],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Eligible,,USD,2.28,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_4358061107_x173370681730,35,8,69.63,22.86%,8.70, --
Enabled,[bulk vegetables],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,Limited,low quality,USD,3.93,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_314622610959_x173370681730,2,1,3.34,50.00%,3.34, --
Enabled,"""wholesale laundry""",Phrase match,AU_Generic_P-V_Food,Linens_Wholesale_Phrase,Eligible,,USD,6.78,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_295794083486_y173370686810,2,1,3.56,50.00%,3.56, --
Enabled,"""cooking suppliers""",Phrase match,AU_Generic_P-V_Food,Food_Suppliers_Phrase,Limited,below first page bid,USD,3.47,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1302577753_y173370685410,164,12,50.04,7.32%,4.17, --
Enabled,"""cell phone distributor""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Distributor_Phrase,Limited,below first page bid,USD,3.93,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_525615941_y184975937024#comp,4,1,4.65,25.00%,4.65, --
Enabled,[wholesale pots],Exact match,AU_Generic_P-V_Food,Cookware_Wholesale_Exact,Limited,low quality,USD,2.28,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_291601746_x173370681530,3,1,3.82,33.33%,3.82, --
Enabled,"""sweets suppliers""",Phrase match,AU_Generic_P-V_Food,Food_Suppliers_Phrase,Limited,below first page bid,USD,2.41,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_295679159016_y173370685410,79,3,8.52,3.80%,2.84, --
Enabled,[wholesale vodka],Exact match,AU_Generic_P-V_Food,Drinks_Wholesale_Exact,Limited,below first page bid,USD,1.90,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_306119256666_x173370677890,4,2,17.10,50.00%,8.55, --
Enabled,"""plates wholesalers""",Phrase match,AU_Generic_P-V_Food,Plates_Wholesalers_Phrase,Limited,below first page bid,USD,0.10,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1435913964193_y173370687490,12,1,2.77,8.33%,2.77, --
Enabled,[take out containers suppliers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Suppliers_Exact,Limited,below first page bid,USD,1.10,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1056500540392_x173370679810,5,1,4.16,20.00%,4.16, --
Enabled,[coffee machines sellers],Exact match,AU_Generic_P-V_Food,Coffee Machines_Sellers_Exact,Eligible,,USD,3.47,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_851497089761_x173370678610,40,2,8.05,5.00%,4.03, --
Enabled,"""commercial kitchen supplies""",Phrase match,AU_Generic_P-V_Food,Food_Suppliers_Phrase,Limited,low quality,USD,2.01,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_329941262558_y173370688530#foo-serv,413,43,180.93,10.41%,4.21, --
Enabled,"""gastronomy tools""",Phrase match,AU_Generic_P-V_Food,Tools_Phrase,Eligible,,USD,2.89,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_370973176453_y173370688250,69,6,18.41,8.70%,3.07, --
Enabled,"""commercial frying pans""",Phrase match,AU_Generic_P-V_Food,Pans_Phrase,Eligible,,USD,3.27,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_308517114863_y173370687010,10,2,5.57,20.00%,2.79, --
Enabled,"""cake boxes wholesalers""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Wholesalers_Phrase,Eligible,,USD,3.27,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1435913962553_y173370686530,21,2,6.58,9.52%,3.29, --
Enabled,[wholesale rum],Exact match,AU_Generic_P-V_Food,Drinks_Wholesale_Exact,Eligible,,USD,5.65,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_306119255026_x173370677890,1,1,4.00,100.00%,4.00, --
Enabled,"""tumblers wholesalers""",Phrase match,AU_Generic_P-V_Food,Glassware_Wholesalers_Phrase,Limited,below first page bid,USD,0.70,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_318860271521_y173370686090,26,6,72.18,23.08%,12.03, --
Enabled,"""bulk cutlery""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Limited,below first page bid,USD,0.92,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_311021458703_y173370684410,5,1,1.62,20.00%,1.62, --
Enabled,[wholesale cupcake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,Eligible,,USD,6.78,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_4969414665_x173370680810,9,2,10.36,22.22%,5.18, --
Enabled,[commercial water glasses],Exact match,AU_Generic_P-V_Food,Glassware_Exact,Limited,below first page bid,USD,4.16,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_298986074342_x173370681810,3,1,4.13,33.33%,4.13, --
Enabled,"""bulk cutlery sets""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Eligible,,USD,2.89,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_309159301099_y173370684410,25,5,12.57,20.00%,2.51, --
Enabled,[wholesale cake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,Eligible,,USD,1.58,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_2203753422_x173370680810,11,4,7.27,36.36%,1.82, --
Enabled,"""bulk glassware""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Eligible,,USD,2.28,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_298901863905_y173370684410,20,4,8.46,20.00%,2.12, --
Enabled,"""bulk disposable tableware""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Limited,below first page bid,USD,2.89,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_349892079775_y173370684410,159,23,56.60,14.47%,2.46, --
Enabled,[commercial cutlery],Exact match,AU_Generic_P-V_Food,Cultlery_Exact,Limited,low quality,USD,0.53,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_411632495_x173370678690,11,1,5.32,9.09%,5.32, --
Enabled,"""oils suppliers""",Phrase match,AU_Generic_P-V_Food,Condiments_Suppliers_Phrase,Eligible,,USD,4.99,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_458422616629_y173370683890,119,17,71.99,14.29%,4.23, --
Enabled,"""bulk serving dishes""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Limited,below first page bid,USD,2.73,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_890367542398_y173370684410,38,6,24.30,15.79%,4.05, --
Enabled,"""bulk chopsticks""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Limited,below first page bid,USD,1.10,https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_303907355425_y173370684410,8,3,17.95,37.50%,5.98, --
Enabled,"""commercial coasters""",Phrase match,AU_Generic_P-V_Food,Barware_Phrase,Eligible,,USD,3.27,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_354198468679_y173370682970,1,1,1.45,100.00%,1.45, --
Enabled,"""drinks wholesaler""",Phrase match,AU_Generic_P-V_Food,Wholesalers_Food_Phrase,Limited,below first page bid,USD,0.22,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_374553731404_y173370688490,183,21,93.06,11.48%,4.43, --
Enabled,[wholesale cups],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,Limited,below first page bid,USD,3.27,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_155340582_x173370680810,2,1,4.40,50.00%,4.40, --
Enabled,"""wholesale earphones""",Phrase match,AU_Generic_P-V_Electronics,Headphones_Wholesale_Phrase,Limited,below first page bid,USD,4.99,https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_840542934_y184975937984#comp,10,1,4.69,10.00%,4.69,5.98
